UUUUU  0 ns
#1
UUUU1  6.10308 ns
U1UU1  6.644117 ns
01UU1  7.34804 ns
010U1  8.372429 ns
10011  1608.217994 ns
10111  1608.500806 ns
10101  1608.87871 ns
00101  1609.485472 ns
00100  1705.872037 ns
00101  1706.255245 ns
01101  1706.503831 ns
00101  1707.133648 ns
10101  1707.301614 ns
10001  1707.8663 ns
00001  1708.401126 ns
00011  1708.87871 ns
01011  1804.500055 ns
01010  1805.017705 ns
01011  1805.806243 ns
11011  1806.064074 ns
01011  1806.39735 ns
01001  1807.994783 ns
01101  1808.351691 ns
01111  1808.812916 ns
00111  1902.622445 ns
00110  1903.140095 ns
10110  1904.186464 ns
00110  1904.51974 ns
00111  1905.806243 ns
00110  1907.419643 ns
01110  1907.588177 ns
01111  1907.802851 ns
01101  1907.994783 ns
00101  1908.217994 ns
00001  1908.351691 ns
10001  1908.84922 ns
10101  1908.950646 ns
00101  1909.485472 ns
01101  2002.622445 ns
01100  2003.994427 ns
11100  2004.51974 ns
10100  2005.584401 ns
10101  2006.102051 ns
10100  2006.452941 ns
00100  2007.14842 ns
01100  2007.588177 ns
01101  2008.449549 ns
11101  2009.495918 ns
11111  2010.305293 ns
11011  2010.662201 ns
11010  2105.698737 ns
10010  2107.588177 ns
10000  2107.887277 ns
11000  2108.217994 ns
11100  2108.244185 ns
11110  2108.70541 ns
11010  2108.950646 ns
01010  2109.485472 ns
00010  2204.500055 ns
00011  2205.017705 ns
10011  2206.064074 ns
10010  2206.452941 ns
11010  2206.503831 ns
10010  2207.133648 ns
10110  2207.8663 ns
10111  2208.066341 ns
10110  2208.449549 ns
10100  2208.641481 ns
10000  2208.998389 ns
00000  2209.495918 ns
01000  2402.622445 ns
01001  2403.140095 ns
11001  2404.186464 ns
01001  2404.51974 ns
00001  2406.517496 ns
00101  2407.250148 ns
00111  2408.143898 ns
00011  2408.500806 ns
01011  2502.622445 ns
01010  2503.994427 ns
11010  2504.51974 ns
10010  2505.936577 ns
10011  2506.452941 ns
11011  2507.007258 ns
11010  2508.449549 ns
01010  2508.904553 ns
01110  2509.411543 ns
11110  2509.495918 ns
10110  2602.622445 ns
10111  2603.140095 ns
11111  2604.500055 ns
11110  2605.017705 ns
10110  2606.322451 ns
10010  2607.055103 ns
10011  2607.419643 ns
10010  2607.802851 ns
10000  2607.948853 ns
10100  2608.305761 ns
00100  2608.84922 ns
00110  2610.426316 ns
01110  2702.622445 ns
01111  2703.994427 ns
11111  2704.51974 ns
10111  2705.584401 ns
10110  2706.102051 ns
10100  2707.0011 ns
00100  2707.14842 ns
01100  2707.588177 ns
00100  2708.217994 ns
00000  2708.950646 ns
01000  2804.500055 ns
01001  2805.872037 ns
11001  2806.39735 ns
10001  2806.517496 ns
11001  2807.588177 ns
11011  2808.143898 ns
10011  2808.217994 ns
10111  2808.500806 ns
10101  2808.87871 ns
00101  2809.485472 ns
01101  2904.500055 ns
01100  2905.017705 ns
00100  2905.936577 ns
10100  2906.064074 ns
00100  2906.39735 ns
00000  2906.669229 ns
00010  2907.562979 ns
00110  2907.919887 ns
00111  3005.698737 ns
01111  3007.588177 ns
01101  3007.887277 ns
00101  3008.217994 ns
00001  3008.244185 ns
00011  3008.70541 ns
00111  3008.950646 ns
10111  3009.485472 ns
10110  3105.806243 ns
11110  3105.936577 ns
11010  3106.669229 ns
11000  3108.812916 ns
#25
11100  3.83708 ns
11110  3.869942 ns
11010  5.206828 ns
11000  5.23969 ns
11001  5.538642 ns
11011  5.951025 ns
01011  6.938556 ns
00011  7.599196 ns
00111  8.334098 ns
00101  8.36696 ns
01101  9.011089 ns
01001  9.622717 ns
01101  103.83708 ns
01111  103.869942 ns
01110  104.331367 ns
01010  105.206828 ns
01000  105.23969 ns
11000  106.234849 ns
11001  107.454312 ns
10001  109.011089 ns
00001  109.357794 ns
00101  109.622717 ns
10101  109.915903 ns
11101  110.576543 ns
10101  205.08517 ns
10001  205.696798 ns
10000  205.942202 ns
10001  207.380832 ns
10000  207.571148 ns
10010  207.983531 ns
11010  208.795111 ns
11110  209.406739 ns
01110  209.915903 ns
00110  210.576543 ns
00111  305.942202 ns
00110  307.571148 ns
00010  307.811743 ns
00000  307.844605 ns
10000  307.845684 ns
10010  307.983531 ns
11010  308.488734 ns
11110  309.100362 ns
11111  404.331367 ns
11110  405.942202 ns
01110  406.957287 ns
01111  407.454312 ns
00111  407.617927 ns
01111  408.795111 ns
11111  409.357794 ns
11011  409.406739 ns
01011  409.915903 ns
00011  410.576543 ns
00111  503.83708 ns
00101  503.869942 ns
00100  504.331367 ns
00000  505.133822 ns
00010  505.166684 ns
00011  505.465636 ns
00001  505.878019 ns
00000  505.942202 ns
00100  506.814427 ns
00110  506.847289 ns
00111  507.454312 ns
10111  509.357794 ns
00111  509.915903 ns
01111  510.576543 ns
01011  605.739481 ns
01001  605.772343 ns
00001  605.817764 ns
00000  606.071295 ns
00100  606.429392 ns
00110  606.483678 ns
00111  606.547861 ns
00110  608.113426 ns
00111  608.176807 ns
00101  608.58919 ns
00001  703.83708 ns
00011  703.869942 ns
01011  704.514071 ns
01111  705.125699 ns
01110  706.547861 ns
11110  707.616401 ns
11111  708.113426 ns
11110  708.176807 ns
10110  708.277041 ns
10010  708.334098 ns
10000  708.36696 ns
10010  708.58919 ns
11010  709.011089 ns
11110  709.622717 ns
11111  804.257887 ns
10111  805.08517 ns
10011  805.739481 ns
10001  805.772343 ns
00001  806.205962 ns
00000  806.547861 ns
00100  806.814427 ns
00110  806.847289 ns
01110  806.866602 ns
01111  808.176807 ns
01101  808.58919 ns
01001  809.406739 ns
11001  809.915903 ns
10001  810.576543 ns
10000  904.331367 ns
11000  905.817764 ns
11001  905.960313 ns
01001  906.234849 ns
01011  906.372696 ns
01111  906.429392 ns
11111  906.938556 ns
10111  907.599196 ns
10110  1004.331367 ns
11110  1005.817764 ns
11111  1005.942202 ns
11011  1006.429392 ns
01011  1006.938556 ns
00011  1007.599196 ns
00111  1007.811743 ns
00101  1007.844605 ns
01101  1008.488734 ns
01001  1009.100362 ns
01101  1103.83708 ns
01111  1103.869942 ns
01110  1104.257887 ns
01111  1106.071295 ns
01101  1106.483678 ns
01100  1106.547861 ns
01101  1108.176807 ns
01111  1108.58919 ns
11111  1109.915903 ns
10111  1110.576543 ns
10011  1304.684473 ns
10001  1304.717335 ns
10000  1305.016287 ns
10010  1305.42867 ns
11010  1308.795111 ns
11110  1309.406739 ns
01110  1309.915903 ns
00110  1310.576543 ns
00010  1403.83708 ns
00000  1403.869942 ns
10000  1406.205962 ns
10100  1406.814427 ns
10110  1406.847289 ns
11110  1406.866602 ns
01110  1409.915903 ns
00110  1410.576543 ns
00111  1504.331367 ns
01111  1505.817764 ns
01110  1505.960313 ns
11110  1506.234849 ns
11100  1506.372696 ns
11000  1506.429392 ns
01000  1506.938556 ns
00000  1507.599196 ns
00100  1603.83708 ns
00110  1603.869942 ns
00111  1604.257887 ns
00110  1605.886833 ns
10110  1606.161369 ns
10100  1606.299216 ns
10101  1607.380832 ns
00101  1609.284314 ns
00001  1703.83708 ns
00011  1703.869942 ns
00010  1704.257887 ns
00011  1705.886833 ns
10011  1706.161369 ns
10001  1706.299216 ns
10101  1706.814427 ns
10111  1706.847289 ns
11111  1708.795111 ns
11011  1709.406739 ns
01011  1709.915903 ns
00011  1710.576543 ns
00010  1804.257887 ns
00110  1805.739481 ns
00100  1805.772343 ns
10100  1806.883807 ns
11100  1807.544447 ns
11101  1808.176807 ns
11111  1808.58919 ns
01111  1809.284314 ns
01011  1905.739481 ns
01001  1905.772343 ns
00001  1905.817764 ns
00000  1906.071295 ns
00100  1906.429392 ns
00110  1906.483678 ns
00111  1906.547861 ns
00110  1908.113426 ns
00111  1908.176807 ns
00101  1908.58919 ns
00100  2004.331367 ns
01100  2005.817764 ns
01101  2005.942202 ns
01001  2006.429392 ns
11001  2006.938556 ns
10001  2007.599196 ns
10101  2007.811743 ns
10111  2007.844605 ns
11111  2008.488734 ns
11011  2009.100362 ns
11111  2103.83708 ns
11101  2103.869942 ns
11001  2105.206828 ns
11011  2105.23969 ns
11010  2105.538642 ns
11000  2105.951025 ns
01000  2106.938556 ns
00000  2107.599196 ns
00100  2108.334098 ns
00110  2108.36696 ns
01110  2109.011089 ns
01010  2109.622717 ns
01110  2203.83708 ns
01100  2203.869942 ns
01000  2205.133822 ns
01010  2205.166684 ns
01011  2205.465636 ns
01001  2205.878019 ns
01000  2205.942202 ns
01100  2206.814427 ns
01110  2206.847289 ns
11110  2206.883807 ns
11111  2207.380832 ns
10111  2207.544447 ns
10110  2207.571148 ns
10100  2207.983531 ns
11100  2208.795111 ns
11000  2209.406739 ns
01000  2209.915903 ns
00000  2210.576543 ns
00100  2403.83708 ns
00110  2403.869942 ns
01110  2404.514071 ns
01010  2405.125699 ns
11010  2407.616401 ns
11011  2408.113426 ns
10011  2408.277041 ns
00011  2410.016908 ns
00010  2504.331367 ns
00011  2505.942202 ns
10011  2506.957287 ns
10010  2507.454312 ns
11010  2507.617927 ns
10010  2508.795111 ns
00010  2509.357794 ns
00110  2509.406739 ns
10110  2509.915903 ns
11110  2510.576543 ns
11010  2603.83708 ns
11000  2603.869942 ns
01000  2606.205962 ns
01001  2606.547861 ns
00001  2606.866602 ns
00000  2608.176807 ns
10000  2608.451343 ns
10010  2608.58919 ns
11010  2609.011089 ns
11110  2609.622717 ns
01110  2609.915903 ns
00110  2610.576543 ns
00111  2704.331367 ns
01111  2705.817764 ns
01110  2705.960313 ns
11110  2706.234849 ns
11100  2706.372696 ns
11000  2706.429392 ns
01000  2706.938556 ns
00000  2707.599196 ns
00100  2803.83708 ns
00110  2803.869942 ns
00111  2804.257887 ns
00110  2805.886833 ns
10110  2806.161369 ns
10100  2806.299216 ns
10101  2807.380832 ns
00101  2809.284314 ns
01101  2905.08517 ns
01001  2906.814427 ns
01011  2906.847289 ns
01010  2907.380832 ns
11010  2909.284314 ns
11110  2909.406739 ns
01110  2909.915903 ns
00110  2910.576543 ns
00010  3003.83708 ns
00000  3003.869942 ns
00100  3005.206828 ns
00110  3005.23969 ns
00111  3005.538642 ns
00101  3005.951025 ns
10101  3006.938556 ns
11101  3007.599196 ns
11001  3008.334098 ns
11011  3008.36696 ns
10011  3009.011089 ns
10111  3009.622717 ns
10110  3104.257887 ns
11110  3105.08517 ns
11010  3105.739481 ns
11000  3105.772343 ns
01000  3106.205962 ns
01001  3106.547861 ns
01101  3106.814427 ns
01111  3106.847289 ns
00111  3106.866602 ns
00110  3108.176807 ns
00100  3108.58919 ns
00000  3109.406739 ns
10000  3109.915903 ns
11000  3110.576543 ns
#26
11100  2.675984 ns
01100  3.193684 ns
00100  3.255985 ns
00110  3.290961 ns
00111  3.730145 ns
00101  4.306254 ns
00001  5.616163 ns
01001  5.625185 ns
01000  102.473352 ns
01001  103.730145 ns
01000  103.865458 ns
01010  104.306254 ns
01011  105.96165 ns
11011  106.046387 ns
10011  106.057417 ns
10001  106.537759 ns
10101  108.417595 ns
11101  108.477888 ns
11001  203.486998 ns
11000  204.238162 ns
11100  204.353548 ns
01100  204.377049 ns
01110  204.814271 ns
00110  206.80855 ns
00111  303.806813 ns
10111  304.085814 ns
10110  304.238162 ns
10010  304.353548 ns
10000  304.814271 ns
10010  304.968525 ns
11010  308.038663 ns
11110  310.398841 ns
11111  402.473352 ns
10111  403.255985 ns
10011  403.486998 ns
00011  404.144459 ns
00010  404.238162 ns
00110  404.353548 ns
10110  404.58579 ns
10010  405.616163 ns
10011  405.96165 ns
00011  406.046387 ns
00111  502.372302 ns
00110  502.473352 ns
00100  502.987279 ns
10100  504.144459 ns
10101  504.238162 ns
00101  506.046387 ns
00111  506.537759 ns
01111  508.477888 ns
01011  602.144283 ns
01001  602.75926 ns
00001  603.255985 ns
00000  603.860963 ns
10000  604.139964 ns
10001  604.292312 ns
10000  605.530301 ns
10100  605.616163 ns
00100  605.809302 ns
00101  605.96165 ns
00100  702.606836 ns
10100  702.984943 ns
10101  703.860963 ns
00101  704.139964 ns
00100  704.292312 ns
01100  705.416444 ns
01101  705.530301 ns
11101  705.809302 ns
11100  705.96165 ns
11110  706.537759 ns
11010  802.144283 ns
11011  802.175487 ns
01011  802.454488 ns
01001  802.75926 ns
01101  803.486998 ns
01100  803.860963 ns
01110  804.101975 ns
11110  804.139964 ns
11111  804.292312 ns
11101  804.868421 ns
10101  807.172113 ns
10001  809.532291 ns
10000  902.473352 ns
00000  902.752353 ns
01000  903.255985 ns
01100  905.616163 ns
01101  905.96165 ns
11101  906.046387 ns
11111  906.537759 ns
10111  908.477888 ns
10110  1002.473352 ns
11110  1003.255985 ns
11111  1003.806813 ns
11110  1004.238162 ns
11010  1004.353548 ns
11000  1004.968525 ns
11100  1005.616163 ns
11101  1005.96165 ns
01101  1006.046387 ns
00101  1008.038663 ns
01101  1008.477888 ns
01001  1010.398841 ns
01000  1102.175487 ns
01100  1102.372302 ns
11100  1102.454488 ns
11101  1102.606836 ns
11111  1102.987279 ns
10111  1103.255985 ns
10110  1103.860963 ns
00110  1104.139964 ns
00111  1104.292312 ns
10111  1104.58579 ns
11111  1106.057417 ns
10111  1107.017291 ns
10011  1302.144283 ns
10001  1302.75926 ns
11001  1303.255985 ns
11101  1303.486998 ns
11100  1303.865458 ns
01100  1304.144459 ns
01000  1304.353548 ns
11000  1304.58579 ns
11001  1305.530301 ns
11101  1305.616163 ns
01101  1305.809302 ns
01100  1305.96165 ns
01110  1306.537759 ns
00110  1307.017291 ns
00010  1402.372302 ns
00011  1402.606836 ns
00001  1402.987279 ns
00011  1403.182945 ns
00010  1403.865458 ns
10010  1404.144459 ns
10110  1404.353548 ns
10100  1404.968525 ns
10101  1405.530301 ns
00101  1405.809302 ns
00100  1405.96165 ns
00110  1406.537759 ns
00111  1502.473352 ns
10111  1502.752353 ns
11111  1503.255985 ns
11011  1505.616163 ns
11010  1505.96165 ns
01010  1506.046387 ns
01000  1506.537759 ns
00000  1508.477888 ns
00001  1602.175487 ns
10001  1602.454488 ns
10000  1602.606836 ns
10010  1603.182945 ns
00010  1603.193684 ns
01010  1603.255985 ns
01011  1603.865458 ns
11011  1604.144459 ns
11111  1604.353548 ns
01111  1604.377049 ns
01101  1604.968525 ns
01001  1605.616163 ns
00001  1608.038663 ns
00101  1610.398841 ns
00100  1702.175487 ns
00000  1702.372302 ns
10000  1702.454488 ns
10001  1702.606836 ns
10011  1702.987279 ns
10001  1703.182945 ns
11001  1703.255985 ns
11101  1704.353548 ns
01101  1704.58579 ns
01111  1704.968525 ns
01011  1705.616163 ns
00011  1707.017291 ns
00111  1802.144283 ns
00110  1802.175487 ns
10110  1802.454488 ns
10100  1802.75926 ns
10101  1804.292312 ns
00101  1804.377049 ns
00111  1804.868421 ns
01111  1806.80855 ns
01011  1902.144283 ns
01001  1902.75926 ns
00001  1903.255985 ns
00000  1903.860963 ns
10000  1904.139964 ns
10001  1904.292312 ns
10000  1905.530301 ns
10100  1905.616163 ns
00100  1905.809302 ns
00101  1905.96165 ns
00100  2002.473352 ns
01100  2003.255985 ns
01101  2003.806813 ns
01100  2004.238162 ns
01000  2004.353548 ns
01010  2004.968525 ns
01110  2005.616163 ns
01111  2005.96165 ns
11111  2006.046387 ns
10111  2008.038663 ns
11111  2008.477888 ns
11011  2010.398841 ns
11111  2102.675984 ns
01111  2103.193684 ns
00111  2103.255985 ns
00101  2103.290961 ns
00100  2103.730145 ns
00110  2104.306254 ns
00010  2105.616163 ns
01010  2105.625185 ns
01110  2202.372302 ns
01100  2202.987279 ns
00100  2203.255985 ns
00101  2204.238162 ns
00001  2205.616163 ns
00000  2205.711391 ns
00001  2402.606836 ns
10001  2402.984943 ns
10011  2403.182945 ns
10111  2404.353548 ns
10101  2404.968525 ns
11101  2405.416444 ns
11100  2405.530301 ns
01100  2405.809302 ns
01101  2405.96165 ns
01111  2406.537759 ns
00111  2408.038663 ns
00011  2410.398841 ns
00010  2502.473352 ns
01010  2503.255985 ns
01110  2503.486998 ns
11110  2504.144459 ns
11111  2504.238162 ns
11011  2504.353548 ns
01011  2504.58579 ns
01111  2505.616163 ns
01110  2505.96165 ns
11110  2506.046387 ns
11010  2602.372302 ns
11011  2602.606836 ns
11001  2602.987279 ns
11000  2604.292312 ns
11001  2605.530301 ns
01001  2605.809302 ns
01000  2605.96165 ns
00000  2606.057417 ns
00010  2606.537759 ns
00110  2608.417595 ns
00111  2702.473352 ns
10111  2702.752353 ns
11111  2703.255985 ns
11011  2705.616163 ns
11010  2705.96165 ns
01010  2706.046387 ns
01000  2706.537759 ns
00000  2708.477888 ns
00001  2802.175487 ns
10001  2802.454488 ns
10000  2802.606836 ns
10010  2803.182945 ns
00010  2803.193684 ns
01010  2803.255985 ns
01011  2803.865458 ns
11011  2804.144459 ns
11111  2804.353548 ns
01111  2804.377049 ns
01101  2804.968525 ns
01001  2805.616163 ns
00001  2808.038663 ns
00101  2810.398841 ns
00001  2903.486998 ns
00000  2903.865458 ns
00010  2904.101975 ns
10010  2904.144459 ns
00010  2904.377049 ns
01010  2906.80855 ns
00010  2907.172113 ns
00110  2909.532291 ns
00010  3002.675984 ns
10010  3003.193684 ns
11010  3003.255985 ns
11000  3003.290961 ns
11001  3003.730145 ns
11011  3004.306254 ns
11111  3005.616163 ns
10111  3005.625185 ns
10011  3102.144283 ns
10010  3102.175487 ns
00010  3102.454488 ns
00000  3102.75926 ns
00100  3103.486998 ns
00101  3103.860963 ns
00111  3104.101975 ns
10111  3104.139964 ns
10110  3104.292312 ns
10100  3104.868421 ns
11100  3107.172113 ns
11000  3109.532291 ns
#27
10000  5.12561 ns
00000  5.192339 ns
00100  5.376966 ns
00110  6.556059 ns
01110  6.593439 ns
01010  6.815911 ns
01000  9.836285 ns
01001  10.168309 ns
11001  106.039791 ns
10001  106.619143 ns
10101  106.870499 ns
11101  107.440891 ns
01101  107.585972 ns
11101  109.476407 ns
01101  205.883496 ns
11101  205.956104 ns
10101  207.284596 ns
00101  207.634789 ns
00111  209.578071 ns
00110  209.910095 ns
01110  305.334999 ns
01010  305.586355 ns
01000  306.843491 ns
01100  307.103343 ns
11100  307.634789 ns
11101  308.985048 ns
11111  309.578071 ns
11110  309.910095 ns
10110  405.816767 ns
10010  406.068123 ns
00010  409.476407 ns
00011  410.826666 ns
10011  506.039791 ns
10001  506.843491 ns
10101  507.103343 ns
11101  507.440891 ns
01101  509.476407 ns
01111  510.123717 ns
01110  510.455741 ns
01111  510.826666 ns
01101  604.768556 ns
01001  605.028408 ns
00001  605.12561 ns
00101  605.376966 ns
10101  605.559854 ns
00101  607.585972 ns
10101  704.409923 ns
00101  705.559854 ns
01101  705.811023 ns
01111  707.503136 ns
11111  707.585972 ns
11110  707.83516 ns
01110  803.926457 ns
00110  804.979966 ns
00010  805.231322 ns
10010  805.559854 ns
00010  805.883496 ns
10010  807.846539 ns
10000  808.048782 ns
10001  808.380806 ns
11001  905.12561 ns
01001  905.192339 ns
01101  905.376966 ns
00101  906.593439 ns
10101  909.476407 ns
10100  910.826666 ns
10110  911.419689 ns
10111  911.751713 ns
00111  1005.192339 ns
01111  1006.593439 ns
01101  1006.843491 ns
01001  1007.103343 ns
11001  1007.634789 ns
01001  1009.476407 ns
00001  1103.859728 ns
10001  1103.926457 ns
10101  1104.111084 ns
11101  1105.327557 ns
01101  1105.559854 ns
00101  1106.619143 ns
00001  1106.870499 ns
00011  1107.417981 ns
00111  1107.677833 ns
10111  1107.846539 ns
10101  1305.271915 ns
10001  1305.531767 ns
11001  1305.816767 ns
01001  1306.039791 ns
01101  1306.068123 ns
00101  1307.440891 ns
00111  1308.552141 ns
00110  1308.884165 ns
10110  1404.409923 ns
00110  1406.039791 ns
01110  1505.12561 ns
11110  1505.192339 ns
11010  1505.376966 ns
10010  1506.593439 ns
00010  1509.476407 ns
00011  1510.826666 ns
00001  1511.419689 ns
00000  1511.751713 ns
01000  1605.12561 ns
01100  1605.376966 ns
11100  1605.956104 ns
10100  1606.619143 ns
10000  1606.870499 ns
10010  1607.417981 ns
10110  1607.677833 ns
00110  1607.846539 ns
00100  1609.789821 ns
00101  1610.121845 ns
01101  1703.859728 ns
11101  1703.926457 ns
11001  1704.111084 ns
10001  1705.327557 ns
00001  1707.846539 ns
00000  1709.196798 ns
00010  1709.789821 ns
00011  1710.121845 ns
10011  1804.409923 ns
10001  1804.768556 ns
10101  1805.028408 ns
11101  1805.811023 ns
01101  1807.846539 ns
01111  1808.048782 ns
01110  1808.380806 ns
01111  1809.196798 ns
01101  1904.768556 ns
01001  1905.028408 ns
00001  1905.12561 ns
00101  1905.376966 ns
10101  1905.559854 ns
00101  1907.585972 ns
10101  2005.192339 ns
11101  2006.593439 ns
11111  2006.843491 ns
11011  2007.103343 ns
01011  2007.634789 ns
11011  2009.476407 ns
10011  2105.12561 ns
00011  2105.192339 ns
00111  2105.376966 ns
00101  2106.556059 ns
01101  2106.593439 ns
01001  2106.815911 ns
01011  2109.836285 ns
01010  2110.168309 ns
00010  2203.859728 ns
