UUUUU  0 ns
#1
UUUU1  6.10308 ns
U1UU1  6.644117 ns
01UU1  7.34804 ns
010U1  8.372429 ns
01001  1305.081982 ns
01101  1305.691435 ns
01111  1306.480356 ns
00111  1306.765495 ns
00110  1307.797809 ns
10110  1402.323647 ns
10100  1402.762888 ns
11100  1402.866617 ns
11000  1402.951908 ns
01000  1404.539012 ns
01010  1404.66213 ns
01110  1404.85115 ns
00110  1405.081982 ns
00010  1405.691435 ns
00110  1407.119977 ns
10110  1503.002689 ns
00110  1503.671311 ns
00010  1504.155112 ns
00000  1504.35409 ns
10000  1505.220736 ns
11000  1505.229172 ns
11001  1505.565684 ns
11000  1505.671543 ns
01000  1506.476619 ns
00000  1507.019589 ns
00010  1602.762888 ns
00110  1602.951908 ns
10110  1603.002689 ns
11110  1603.545659 ns
11010  1604.82164 ns
01010  1605.797577 ns
00010  1605.8957 ns
01010  1606.340547 ns
01110  1607.119977 ns
01100  1607.511501 ns
00100  1608.194037 ns
00101  1608.828954 ns
00111  1702.762888 ns
00011  1702.951908 ns
00111  1702.98507 ns
01111  1704.05913 ns
11111  1704.539012 ns
11101  1704.66213 ns
11001  1704.85115 ns
01001  1704.906209 ns
00001  1705.081982 ns
00000  1705.251157 ns
00100  1705.691435 ns
00000  1707.119977 ns
00010  1707.511501 ns
00011  1708.828954 ns
00001  1804.706332 ns
00101  1804.895352 ns
10101  1804.906209 ns
10100  1805.251157 ns
10110  1805.257366 ns
00110  1805.797577 ns
01110  1806.340547 ns
01111  1806.574819 ns
11111  1903.002689 ns
10111  1903.545659 ns
10011  1904.155112 ns
10001  1904.706332 ns
10101  1904.895352 ns
11101  1905.229172 ns
01101  1906.476619 ns
00101  1907.019589 ns
10101  2003.002689 ns
00101  2003.474399 ns
10101  2003.671311 ns
10100  2003.819347 ns
10110  2004.599458 ns
10010  2004.788478 ns
00010  2005.220736 ns
00011  2005.565684 ns
10011  2006.476619 ns
11011  2007.019589 ns
11001  2102.762888 ns
11101  2102.951908 ns
01101  2103.002689 ns
00101  2103.545659 ns
00001  2107.119977 ns
00011  2107.511501 ns
01011  2108.194037 ns
01010  2108.828954 ns
01000  2202.762888 ns
01100  2202.951908 ns
01000  2202.98507 ns
11000  2203.474399 ns
10000  2204.05913 ns
00000  2204.539012 ns
10000  2204.541694 ns
10010  2205.048546 ns
11010  2205.081982 ns
11110  2205.691435 ns
01110  2205.797577 ns
00110  2206.340547 ns
00010  2207.119977 ns
00000  2207.511501 ns
00010  2402.762888 ns
00110  2402.951908 ns
00010  2402.98507 ns
00110  2404.82164 ns
10110  2405.220736 ns
10111  2405.565684 ns
00111  2406.476619 ns
01111  2407.019589 ns
01011  2407.119977 ns
00011  2408.194037 ns
10011  2503.474399 ns
00011  2503.671311 ns
00010  2503.819347 ns
10010  2504.539012 ns
10110  2505.691435 ns
11110  2506.765495 ns
01110  2602.323647 ns
01100  2602.762888 ns
00100  2602.866617 ns
00000  2602.951908 ns
10000  2604.539012 ns
00000  2604.906209 ns
01000  2605.081982 ns
01001  2605.251157 ns
01101  2607.119977 ns
01111  2607.511501 ns
00111  2608.194037 ns
00110  2608.828954 ns
10110  2703.002689 ns
00110  2703.671311 ns
00010  2704.155112 ns
00000  2704.35409 ns
10000  2705.220736 ns
11000  2705.229172 ns
11001  2705.565684 ns
11000  2705.671543 ns
01000  2706.476619 ns
00000  2707.019589 ns
00010  2802.762888 ns
00110  2802.951908 ns
10110  2803.002689 ns
11110  2803.545659 ns
11010  2804.82164 ns
01010  2805.797577 ns
00010  2805.8957 ns
01010  2806.340547 ns
01110  2807.119977 ns
01100  2807.511501 ns
00100  2808.194037 ns
00101  2808.828954 ns
10101  2902.323647 ns
11101  2902.866617 ns
11111  2904.299211 ns
11011  2904.488231 ns
01011  2904.539012 ns
11011  2904.541694 ns
11010  2904.886642 ns
10010  2905.081982 ns
10110  2905.691435 ns
00110  2905.797577 ns
01110  2906.340547 ns
00110  2906.765495 ns
00100  3002.762888 ns
00000  3002.951908 ns
10000  3003.002689 ns
11000  3003.545659 ns
11100  3007.119977 ns
11110  3007.511501 ns
10110  3008.194037 ns
10111  3008.828954 ns
00111  3102.323647 ns
01111  3102.866617 ns
11111  3103.835001 ns
01111  3104.539012 ns
11111  3104.906209 ns
10111  3105.081982 ns
10101  3105.257366 ns
10001  3105.691435 ns
10000  3106.574819 ns
11000  3106.765495 ns
#83
11001  2.436698 ns
11101  3.648444 ns
01101  3.752949 ns
01001  3.894947 ns
01011  4.464638 ns
01001  4.672824 ns
00001  5.004689 ns
01001  5.327244 ns
01000  102.436698 ns
01001  104.411684 ns
01101  104.938333 ns
00101  106.294578 ns
10101  107.249893 ns
11101  108.824188 ns
11100  205.161229 ns
01100  207.058034 ns
01110  207.189169 ns
00110  208.632329 ns
00111  305.161229 ns
10111  305.808473 ns
10011  306.17638 ns
10001  306.954257 ns
10000  307.183224 ns
10010  307.189169 ns
10110  307.906233 ns
11110  309.262478 ns
11010  403.73524 ns
01010  403.839745 ns
00010  405.091485 ns
01010  405.41404 ns
11010  405.903841 ns
01010  407.249893 ns
01011  407.278592 ns
00011  408.824188 ns
00010  502.436698 ns
00000  504.464638 ns
00100  504.938333 ns
10100  505.903841 ns
10000  506.17638 ns
11000  506.294578 ns
11010  506.954257 ns
01010  507.249893 ns
01011  507.278592 ns
01111  507.906233 ns
00111  508.824188 ns
01111  509.262478 ns
01011  603.648444 ns
11011  603.752949 ns
10011  605.004689 ns
11011  605.327244 ns
11111  606.635291 ns
01111  606.906074 ns
01101  607.413168 ns
00101  608.480369 ns
00100  702.436698 ns
00000  703.894947 ns
00010  704.672824 ns
00110  706.635291 ns
10110  706.906074 ns
10100  707.287564 ns
10110  707.413168 ns
11110  708.480369 ns
11111  804.219825 ns
11011  804.87737 ns
11001  805.655247 ns
11101  806.607223 ns
11001  806.635291 ns
11011  807.287564 ns
11001  807.413168 ns
10001  807.963468 ns
10101  903.648444 ns
00101  903.752949 ns
00100  904.411684 ns
01100  905.004689 ns
11100  905.058928 ns
10100  905.327244 ns
10101  906.433679 ns
10111  906.439624 ns
10011  1003.648444 ns
00011  1003.752949 ns
01011  1005.004689 ns
00011  1005.327244 ns
00111  1006.17638 ns
00101  1006.954257 ns
00001  1007.906233 ns
01001  1009.262478 ns
01000  1102.436698 ns
11000  1103.904909 ns
11001  1104.219825 ns
10001  1105.479204 ns
10101  1106.635291 ns
10111  1107.413168 ns
10011  1303.73524 ns
00011  1303.839745 ns
01011  1305.091485 ns
01010  1305.404598 ns
00010  1305.41404 ns
00110  1306.862847 ns
00100  1307.432538 ns
00110  1307.640724 ns
00111  1402.436698 ns
00101  1404.464638 ns
00001  1404.938333 ns
00000  1405.404598 ns
01000  1406.294578 ns
01010  1407.432538 ns
01110  1407.906233 ns
00110  1409.262478 ns
00010  1503.648444 ns
10010  1503.752949 ns
10011  1504.411684 ns
11011  1505.004689 ns
01011  1505.058928 ns
00011  1505.327244 ns
00010  1506.433679 ns
00000  1506.439624 ns
00001  1602.436698 ns
00101  1603.648444 ns
10101  1603.752949 ns
10001  1603.894947 ns
10000  1604.219825 ns
10010  1604.672824 ns
11010  1605.004689 ns
10010  1605.327244 ns
10011  1605.404598 ns
00011  1607.058034 ns
00001  1607.432538 ns
00101  1607.906233 ns
01101  1608.632329 ns
00101  1609.262478 ns
00100  1702.436698 ns
10100  1703.904909 ns
10101  1704.219825 ns
00101  1704.867069 ns
00100  1705.404598 ns
01100  1705.479204 ns
01101  1706.24182 ns
01111  1707.432538 ns
01011  1707.906233 ns
00011  1709.262478 ns
00010  1804.219825 ns
10010  1805.711982 ns
10110  1806.635291 ns
00110  1807.058034 ns
00111  1807.086733 ns
00101  1807.287564 ns
00111  1807.413168 ns
01111  1808.632329 ns
01011  1903.648444 ns
11011  1903.752949 ns
10011  1905.004689 ns
11011  1905.327244 ns
11111  1906.635291 ns
01111  1906.906074 ns
01101  1907.413168 ns
00101  1908.480369 ns
00001  2003.648444 ns
10001  2003.752949 ns
11001  2005.004689 ns
10001  2005.327244 ns
10101  2006.17638 ns
10111  2006.954257 ns
10011  2007.906233 ns
11011  2009.262478 ns
11010  2102.436698 ns
11110  2103.648444 ns
01110  2103.752949 ns
01010  2103.894947 ns
01000  2104.464638 ns
01010  2104.672824 ns
00010  2105.004689 ns
01010  2105.327244 ns
01011  2202.436698 ns
11011  2203.904909 ns
11010  2205.161229 ns
10010  2205.479204 ns
10110  2206.17638 ns
10100  2206.954257 ns
00100  2207.058034 ns
00000  2207.906233 ns
01000  2208.632329 ns
00000  2209.262478 ns
00001  2402.436698 ns
00101  2403.894947 ns
00111  2404.464638 ns
00101  2404.672824 ns
00100  2405.404598 ns
10100  2405.560022 ns
00100  2406.906074 ns
00101  2406.934773 ns
00111  2407.432538 ns
00011  2407.906233 ns
01011  2408.480369 ns
00011  2409.262478 ns
00111  2503.73524 ns
10111  2503.839745 ns
11111  2505.091485 ns
10111  2505.41404 ns
00111  2505.903841 ns
10111  2507.249893 ns
10110  2507.278592 ns
11110  2508.824188 ns
11111  2602.436698 ns
11011  2604.938333 ns
01011  2605.906868 ns
00011  2606.294578 ns
00111  2606.635291 ns
00110  2607.281619 ns
00100  2607.287564 ns
00110  2607.413168 ns
00010  2703.648444 ns
10010  2703.752949 ns
10011  2704.411684 ns
11011  2705.004689 ns
01011  2705.058928 ns
00011  2705.327244 ns
00010  2706.433679 ns
00000  2706.439624 ns
00001  2802.436698 ns
00101  2803.648444 ns
10101  2803.752949 ns
10001  2803.894947 ns
10000  2804.219825 ns
10010  2804.672824 ns
11010  2805.004689 ns
10010  2805.327244 ns
10011  2805.404598 ns
00011  2807.058034 ns
00001  2807.432538 ns
00101  2807.906233 ns
01101  2808.632329 ns
00101  2809.262478 ns
00001  2904.87737 ns
00011  2905.655247 ns
10011  2905.711982 ns
10111  2906.607223 ns
00111  2907.058034 ns
00110  2907.086733 ns
01110  2907.963468 ns
00110  2908.632329 ns
00111  3002.436698 ns
00011  3003.648444 ns
10011  3003.752949 ns
10111  3003.894947 ns
10101  3004.464638 ns
10111  3004.672824 ns
11111  3005.004689 ns
10111  3005.327244 ns
10110  3104.219825 ns
10010  3104.87737 ns
10000  3105.655247 ns
10100  3106.607223 ns
10000  3106.635291 ns
10010  3107.287564 ns
10000  3107.413168 ns
11000  3107.963468 ns
#84
11001  5.549676 ns
11011  5.641775 ns
10011  6.489449 ns
10001  6.603992 ns
10101  6.779086 ns
00101  6.929357 ns
01101  7.06566 ns
01001  7.173375 ns
00001  106.489449 ns
01001  106.531034 ns
01101  106.638749 ns
11101  106.929357 ns
11100  203.899645 ns
11110  203.991744 ns
01110  206.233096 ns
00110  206.591269 ns
10110  207.031177 ns
00110  207.486178 ns
00111  303.899645 ns
00101  303.991744 ns
01101  304.881003 ns
01001  304.988718 ns
01011  305.91223 ns
01111  306.087324 ns
11111  306.233096 ns
11110  307.886791 ns
11111  403.899645 ns
11101  403.991744 ns
10101  405.903101 ns
10001  406.010816 ns
10000  406.637588 ns
10010  406.729687 ns
00010  407.189161 ns
00011  408.842856 ns
00010  503.899645 ns
00000  503.991744 ns
01000  506.489449 ns
01010  506.603992 ns
01110  506.779086 ns
11110  506.929357 ns
01110  507.189161 ns
01111  508.842856 ns
00111  607.06566 ns
00011  607.173375 ns
00001  607.4967 ns
00101  607.671794 ns
01101  706.442047 ns
01100  706.844476 ns
11100  706.881955 ns
11110  706.936575 ns
10110  806.069607 ns
10010  806.177322 ns
10011  806.442384 ns
10001  806.534483 ns
11001  906.489449 ns
11000  906.637588 ns
11010  906.729687 ns
01010  906.929357 ns
00010  907.06566 ns
10010  907.155722 ns
10110  907.173375 ns
10111  908.809417 ns
10110  1003.899645 ns
10100  1003.991744 ns
11100  1004.881003 ns
11000  1004.988718 ns
11010  1005.91223 ns
11110  1006.087324 ns
10110  1006.489449 ns
10111  1006.637588 ns
10101  1006.729687 ns
00101  1006.929357 ns
01101  1007.06566 ns
01001  1007.173375 ns
00001  1105.32689 ns
10001  1105.766798 ns
11001  1106.531034 ns
10001  1107.16748 ns
10011  1107.562261 ns
10111  1107.737355 ns
10110  1303.899645 ns
10100  1303.991744 ns
11100  1305.32689 ns
01100  1305.766798 ns
00100  1305.903101 ns
00000  1306.010816 ns
00010  1307.4967 ns
00110  1307.671794 ns
00111  1403.899645 ns
00101  1403.991744 ns
00100  1406.442384 ns
00110  1406.534483 ns
01110  1506.489449 ns
01111  1506.637588 ns
01101  1506.729687 ns
11101  1506.929357 ns
10101  1507.06566 ns
00101  1507.155722 ns
00001  1507.173375 ns
00000  1508.809417 ns
00001  1603.899645 ns
00011  1603.991744 ns
00001  1608.263393 ns
00101  1608.438487 ns
00100  1703.899645 ns
00110  1703.991744 ns
01110  1705.32689 ns
11110  1705.766798 ns
10110  1707.16748 ns
10010  1707.275195 ns
00010  1707.452739 ns
00011  1709.106434 ns
00010  1806.442384 ns
00000  1806.534483 ns
01000  1806.543867 ns
11000  1806.983775 ns
01000  1807.486178 ns
01010  1807.4967 ns
01110  1807.671794 ns
01111  1809.139873 ns
00111  1907.06566 ns
00011  1907.173375 ns
00001  1907.4967 ns
00101  1907.671794 ns
00100  2003.899645 ns
00110  2003.991744 ns
01110  2004.881003 ns
01010  2004.988718 ns
01000  2005.91223 ns
01100  2006.087324 ns
00100  2006.489449 ns
00101  2006.637588 ns
00111  2006.729687 ns
10111  2006.929357 ns
11111  2007.06566 ns
11011  2007.173375 ns
11010  2105.549676 ns
11000  2105.641775 ns
10000  2106.489449 ns
10010  2106.603992 ns
10110  2106.779086 ns
00110  2106.929357 ns
01110  2107.06566 ns
01010  2107.173375 ns
01011  2203.899645 ns
01001  2203.991744 ns
01000  2205.714962 ns
01010  2205.807061 ns
11010  2206.233096 ns
11000  2206.603992 ns
11100  2206.779086 ns
10100  2207.16748 ns
10000  2207.275195 ns
00000  2207.486178 ns
00001  2403.899645 ns
00011  2403.991744 ns
01011  2406.442047 ns
01010  2406.442384 ns
01000  2406.534483 ns
11000  2406.881955 ns
10000  2407.232166 ns
10100  2407.339881 ns
00100  2407.384358 ns
00110  2408.263393 ns
00010  2408.438487 ns
00011  2409.038053 ns
00010  2503.899645 ns
00000  2503.991744 ns
01000  2505.903101 ns
01100  2506.010816 ns
01101  2506.637588 ns
01111  2506.729687 ns
11111  2507.189161 ns
11110  2508.842856 ns
10110  2606.531034 ns
10010  2606.638749 ns
10011  2606.844476 ns
10001  2606.936575 ns
00001  2607.36261 ns
00011  2607.562261 ns
00111  2607.737355 ns
00110  2609.016305 ns
01110  2706.489449 ns
01111  2706.637588 ns
01101  2706.729687 ns
11101  2706.929357 ns
10101  2707.06566 ns
00101  2707.155722 ns
00001  2707.173375 ns
00000  2708.809417 ns
00001  2803.899645 ns
00011  2803.991744 ns
00001  2808.263393 ns
00101  2808.438487 ns
01101  2906.069607 ns
01001  2906.177322 ns
00001  2906.591269 ns
10001  2907.031177 ns
10011  2907.100834 ns
10111  2907.275928 ns
00111  2907.486178 ns
00110  2909.139873 ns
00111  3005.549676 ns
00101  3005.641775 ns
01101  3006.489449 ns
01111  3006.603992 ns
01011  3006.779086 ns
11011  3006.929357 ns
10011  3007.06566 ns
10111  3007.173375 ns
11111  3106.069607 ns
11011  3106.177322 ns
11010  3106.442384 ns
11000  3106.534483 ns
#85
11010  3.594758 ns
11000  5.128693 ns
11001  5.94824 ns
11101  6.047988 ns
01101  7.208521 ns
00101  7.53784 ns
01101  7.725744 ns
01001  8.177824 ns
01011  103.594758 ns
01001  103.910345 ns
00001  107.677829 ns
00101  108.129909 ns
10101  109.128371 ns
11101  109.45769 ns
11111  202.782821 ns
11101  203.1467 ns
11111  204.332802 ns
11110  204.56821 ns
11100  204.836584 ns
11000  205.252097 ns
11001  205.818399 ns
11011  206.635976 ns
11010  207.190066 ns
11110  207.555271 ns
01110  209.252393 ns
00110  209.581712 ns
00100  302.782821 ns
00110  303.1467 ns
00100  304.332802 ns
00101  304.56821 ns
00111  304.836584 ns
00011  305.252097 ns
10011  306.417169 ns
11011  306.865892 ns
11010  307.190066 ns
11110  307.317972 ns
11100  402.782821 ns
11110  403.1467 ns
11100  403.910345 ns
11110  404.332802 ns
11100  404.836584 ns
11000  405.252097 ns
11001  405.694377 ns
11011  406.635976 ns
01011  407.543336 ns
01111  407.555271 ns
00111  409.169066 ns
00011  409.621146 ns
00001  503.1467 ns
00011  503.910345 ns
00001  504.836584 ns
00000  505.694377 ns
00010  506.370519 ns
00011  507.190066 ns
00111  507.289814 ns
10111  507.543336 ns
00111  509.128371 ns
01111  509.45769 ns
01101  603.459341 ns
01111  605.149225 ns
01101  606.68316 ns
01001  607.602455 ns
00001  607.725744 ns
00101  608.177824 ns
00111  703.459341 ns
00110  705.812823 ns
10110  708.620337 ns
11110  708.949656 ns
11100  805.149225 ns
11101  807.502707 ns
10101  809.169066 ns
10001  809.621146 ns
10011  903.910345 ns
10010  905.331855 ns
10011  906.263827 ns
00011  907.180814 ns
10011  907.208521 ns
11011  907.53784 ns
10011  907.725744 ns
10111  908.177824 ns
10101  1002.782821 ns
10111  1003.1467 ns
10101  1003.910345 ns
10111  1004.332802 ns
10101  1004.836584 ns
10001  1005.252097 ns
00001  1007.208521 ns
01001  1007.53784 ns
01011  1105.144739 ns
01111  1106.064034 ns
11111  1107.840577 ns
10111  1108.169896 ns
10101  1302.782821 ns
10100  1305.136303 ns
10110  1306.635976 ns
10010  1307.555271 ns
00010  1308.073775 ns
01010  1308.403094 ns
00010  1309.169066 ns
00110  1309.621146 ns
00100  1503.910345 ns
00101  1505.331855 ns
00100  1506.263827 ns
10100  1507.180814 ns
00100  1507.208521 ns
01100  1507.53784 ns
00100  1507.725744 ns
00000  1508.177824 ns
00010  1604.034367 ns
00000  1605.770722 ns
00001  1606.387849 ns
00101  1606.690017 ns
10101  1607.208521 ns
00101  1609.252393 ns
00111  1704.034367 ns
00110  1705.455877 ns
00111  1706.387849 ns
10111  1707.304836 ns
00111  1707.840577 ns
01111  1708.169896 ns
00111  1708.3578 ns
00011  1708.80988 ns
00001  1805.149225 ns
00000  1805.818399 ns
00010  1806.68316 ns
00011  1807.502707 ns
00111  1807.602455 ns
10111  1807.667358 ns
00111  1809.252393 ns
01111  1809.581712 ns
01101  1903.459341 ns
01111  1905.149225 ns
01101  1906.68316 ns
01001  1907.602455 ns
00001  1907.725744 ns
00101  1908.177824 ns
00111  2002.782821 ns
00101  2003.1467 ns
00111  2003.910345 ns
00101  2004.332802 ns
00111  2004.836584 ns
00011  2005.252097 ns
10011  2007.208521 ns
11011  2007.53784 ns
11001  2103.594758 ns
11011  2105.128693 ns
11010  2105.94824 ns
11110  2106.047988 ns
01110  2107.208521 ns
00110  2107.53784 ns
01110  2107.725744 ns
01010  2108.177824 ns
01000  2203.1467 ns
01001  2204.56821 ns
01011  2204.836584 ns
01010  2205.818399 ns
01000  2206.370519 ns
01100  2207.289814 ns
00100  2208.3578 ns
00000  2208.80988 ns
00001  2405.186343 ns
00011  2405.770722 ns
00111  2406.690017 ns
10111  2407.035302 ns
11111  2408.303812 ns
01111  2408.620337 ns
01011  2408.755892 ns
00011  2408.949656 ns
00001  2502.782821 ns
00011  2503.1467 ns
00001  2503.910345 ns
00011  2504.332802 ns
00001  2504.836584 ns
00101  2505.252097 ns
00100  2505.694377 ns
00110  2506.635976 ns
10110  2507.543336 ns
10010  2507.555271 ns
11010  2509.169066 ns
11110  2509.621146 ns
11100  2603.459341 ns
11101  2604.880851 ns
11111  2605.144739 ns
11110  2605.812823 ns
11010  2606.064034 ns
01010  2606.72981 ns
00010  2607.677829 ns
00110  2608.129909 ns
00100  2703.910345 ns
00101  2705.331855 ns
00100  2706.263827 ns
10100  2707.180814 ns
00100  2707.208521 ns
01100  2707.53784 ns
00100  2707.725744 ns
00000  2708.177824 ns
00010  2804.034367 ns
00000  2805.770722 ns
00001  2806.387849 ns
00101  2806.690017 ns
10101  2807.208521 ns
00101  2809.252393 ns
00100  2905.818399 ns
00110  2906.635976 ns
00010  2907.555271 ns
10010  2907.667358 ns
11010  2909.169066 ns
01010  2909.252393 ns
00010  2909.581712 ns
00110  2909.621146 ns
00100  3003.594758 ns
00110  3005.128693 ns
00111  3005.94824 ns
00011  3006.047988 ns
10011  3007.208521 ns
11011  3007.53784 ns
10011  3007.725744 ns
10111  3008.177824 ns
10101  3105.149225 ns
10100  3107.502707 ns
11100  3109.169066 ns
11000  3109.621146 ns
#86
11001  5.09107 ns
11011  5.366423 ns
10011  5.718297 ns
10001  6.17092 ns
10101  6.215097 ns
00101  6.89658 ns
00001  7.364328 ns
01001  8.310852 ns
01011  105.366423 ns
01001  107.269963 ns
00001  107.352198 ns
00101  107.364328 ns
01101  108.310852 ns
11101  108.530481 ns
11100  204.282692 ns
11110  204.558045 ns
10110  204.868593 ns
10100  205.362542 ns
10000  205.406719 ns
10100  205.987344 ns
10110  206.89979 ns
00110  207.630523 ns
00010  207.748464 ns
00110  208.336039 ns
10110  209.210971 ns
00110  209.577353 ns
00111  304.282692 ns
00101  304.558045 ns
00111  305.362542 ns
00011  306.55595 ns
01011  307.502474 ns
01111  307.748464 ns
11111  309.210971 ns
11110  309.682719 ns
11100  404.558045 ns
11000  405.406719 ns
01000  406.583651 ns
01010  406.89979 ns
01011  407.055399 ns
01111  407.748464 ns
01011  408.336039 ns
00011  409.282563 ns
00010  504.731686 ns
00000  505.811536 ns
10000  506.583651 ns
10010  506.89979 ns
10011  507.055399 ns
11011  507.352198 ns
11111  507.748464 ns
01111  508.530481 ns
01101  604.902714 ns
00101  605.718297 ns
00001  605.751388 ns
00101  606.837048 ns
10101  606.89658 ns
00101  607.213895 ns
01101  607.783572 ns
11101  608.480227 ns
10101  609.248774 ns
00101  610.427057 ns
00100  704.857988 ns
00000  705.250809 ns
00010  705.937838 ns
10010  707.213895 ns
10110  707.364328 ns
00110  708.480227 ns
01110  709.248774 ns
11110  710.427057 ns
11111  804.627361 ns
10111  804.868593 ns
10101  804.902714 ns
10111  805.707211 ns
10101  806.655435 ns
11101  807.217288 ns
11001  808.336039 ns
10001  809.282563 ns
10000  904.731686 ns
11000  905.718297 ns
11010  905.811536 ns
11110  906.837048 ns
01110  906.89658 ns
11110  907.087593 ns
11111  907.559341 ns
10111  907.783572 ns
10101  1004.558045 ns
11101  1005.718297 ns
01101  1006.89658 ns
01001  1007.748464 ns
00001  1104.868593 ns
10001  1106.046876 ns
10011  1107.269963 ns
10111  1108.118637 ns
10110  1304.282692 ns
10100  1304.558045 ns
10110  1305.362542 ns
10010  1305.406719 ns
11010  1307.217288 ns
11110  1308.336039 ns
01110  1308.395571 ns
00110  1309.282563 ns
00111  1504.731686 ns
01111  1505.718297 ns
01101  1505.811536 ns
01001  1506.837048 ns
11001  1506.89658 ns
01001  1507.087593 ns
01000  1507.559341 ns
00000  1507.783572 ns
00010  1605.156444 ns
01010  1605.718297 ns
01011  1605.778558 ns
01111  1606.005118 ns
01101  1606.858408 ns
00101  1608.39907 ns
01101  1704.868593 ns
01100  1705.778558 ns
01000  1705.987344 ns
11000  1706.046876 ns
11010  1706.858408 ns
10010  1706.933868 ns
00010  1708.134465 ns
00011  1708.606213 ns
00010  1804.627361 ns
00000  1804.902714 ns
00010  1805.707211 ns
00110  1805.751388 ns
10110  1807.630523 ns
10111  1808.102271 ns
11111  1808.39907 ns
01111  1809.577353 ns
01101  1904.902714 ns
00101  1905.718297 ns
00001  1905.751388 ns
00101  1906.837048 ns
10101  1906.89658 ns
00101  1907.213895 ns
01101  1907.783572 ns
11101  1908.480227 ns
10101  1909.248774 ns
00101  1910.427057 ns
00111  2004.558045 ns
01111  2005.718297 ns
11111  2006.89658 ns
11011  2007.748464 ns
11010  2105.09107 ns
11000  2105.366423 ns
10000  2105.718297 ns
10010  2106.17092 ns
10110  2106.215097 ns
00110  2106.89658 ns
00010  2107.364328 ns
01010  2108.310852 ns
00010  2204.868593 ns
00110  2205.987344 ns
10110  2206.046876 ns
10100  2206.89979 ns
11100  2206.933868 ns
01100  2207.630523 ns
01000  2207.748464 ns
00000  2208.39907 ns
10000  2209.210971 ns
00000  2209.577353 ns
00010  2405.156444 ns
00110  2405.250809 ns
00010  2406.005118 ns
01010  2406.197333 ns
11010  2408.480227 ns
11011  2408.951975 ns
10011  2409.248774 ns
00011  2410.427057 ns
00001  2504.558045 ns
00101  2505.406719 ns
10101  2506.583651 ns
10111  2506.89979 ns
10110  2507.055399 ns
10010  2507.748464 ns
10110  2508.336039 ns
11110  2509.282563 ns
11111  2604.857988 ns
11101  2605.937838 ns
01101  2607.213895 ns
01111  2607.269963 ns
01011  2607.364328 ns
01010  2607.685643 ns
01110  2608.118637 ns
00110  2608.310852 ns
00111  2704.731686 ns
01111  2705.718297 ns
01101  2705.811536 ns
01001  2706.837048 ns
11001  2706.89658 ns
01001  2707.087593 ns
01000  2707.559341 ns
00000  2707.783572 ns
00010  2805.156444 ns
01010  2805.718297 ns
01011  2805.778558 ns
01111  2806.005118 ns
01101  2806.858408 ns
00101  2808.39907 ns
01101  2904.868593 ns
01111  2906.655435 ns
01011  2907.504109 ns
11011  2907.630523 ns
11010  2908.102271 ns
11110  2908.336039 ns
10110  2909.282563 ns
00110  2909.577353 ns
00111  3005.09107 ns
00101  3005.366423 ns
01101  3005.718297 ns
01111  3006.17092 ns
01011  3006.215097 ns
11011  3006.89658 ns
11111  3007.364328 ns
10111  3008.310852 ns
10110  3104.627361 ns
11110  3104.868593 ns
11100  3104.902714 ns
11110  3105.707211 ns
11100  3106.655435 ns
10100  3107.217288 ns
10000  3108.336039 ns
11000  3109.282563 ns
#87
11100  2.106974 ns
11110  3.422396 ns
01110  4.236095 ns
00110  4.366375 ns
00010  4.468241 ns
00011  5.04916 ns
00111  6.130637 ns
00011  6.456117 ns
01011  7.108182 ns
01001  7.957987 ns
01101  102.106974 ns
01111  103.422396 ns
01101  103.608844 ns
01111  103.927921 ns
11111  104.236095 ns
10111  104.366375 ns
00111  106.291361 ns
01111  106.421641 ns
01011  106.456117 ns
11011  107.408742 ns
10011  107.539022 ns
10001  107.957987 ns
10101  109.177892 ns
11101  110.155437 ns
11001  203.271712 ns
11000  205.338511 ns
01000  205.676481 ns
00000  205.806761 ns
10000  205.880931 ns
10100  205.882205 ns
10110  207.197627 ns
00110  207.408742 ns
01110  207.539022 ns
01111  207.554342 ns
11111  208.096762 ns
11110  208.824391 ns
01110  209.464008 ns
00110  209.594288 ns
00010  303.271712 ns
00011  305.338511 ns
10011  305.880931 ns
10111  305.882205 ns
10101  307.197627 ns
10001  307.295375 ns
10101  307.620855 ns
11101  308.27292 ns
11100  308.824391 ns
11110  309.122725 ns
11010  403.271712 ns
11000  403.927921 ns
01000  404.236095 ns
00000  404.366375 ns
00001  404.381695 ns
10001  404.924115 ns
10101  405.882205 ns
10100  406.213898 ns
10110  407.197627 ns
00110  407.408742 ns
01110  407.539022 ns
01111  408.824391 ns
01011  409.177892 ns
00011  410.155437 ns
00001  503.927921 ns
10001  504.236095 ns
11001  504.366375 ns
11000  504.381695 ns
11010  504.526777 ns
01010  504.924115 ns
01110  505.882205 ns
01010  506.005245 ns
11010  506.291361 ns
10010  506.421641 ns
11010  506.98279 ns
11000  507.197627 ns
11010  507.384075 ns
01010  507.408742 ns
00010  507.539022 ns
00011  508.824391 ns
00111  509.177892 ns
01111  510.155437 ns
01101  602.686849 ns
01100  603.498583 ns
01000  604.042277 ns
11000  604.236095 ns
11001  604.313613 ns
10001  604.366375 ns
10000  604.381695 ns
10010  605.357699 ns
10000  605.544147 ns
10100  606.005245 ns
00100  606.291361 ns
01100  606.421641 ns
00100  606.98279 ns
00101  606.984463 ns
00001  702.106974 ns
00011  702.686849 ns
00010  703.498583 ns
00011  704.313613 ns
