UUU  0 ns
#1
U0U  3.957996 ns
U01  4.994801 ns
010  300.51369 ns
011  303.61815 ns
111  304.173656 ns
011  304.842241 ns
001  400.51369 ns
011  402.245718 ns
010  402.331953 ns
000  402.670879 ns
010  403.426992 ns
011  403.513227 ns
010  403.61815 ns
011  405.106754 ns
001  500.51369 ns
011  503.426992 ns
010  503.513227 ns
011  503.61815 ns
111  504.173656 ns
110  505.106754 ns
100  600.51369 ns
110  602.245718 ns
111  602.331953 ns
101  602.670879 ns
100  603.61815 ns
000  604.842241 ns
010  700.51369 ns
011  703.61815 ns
111  704.173656 ns
011  704.842241 ns
001  800.51369 ns
011  802.245718 ns
010  802.331953 ns
000  802.670879 ns
010  803.426992 ns
011  803.513227 ns
010  803.61815 ns
011  805.106754 ns
001  902.245718 ns
000  902.331953 ns
010  902.670879 ns
000  903.426992 ns
001  903.513227 ns
000  905.106754 ns
010  1000.51369 ns
000  1003.426992 ns
001  1003.513227 ns
000  1003.61815 ns
100  1004.173656 ns
101  1005.106754 ns
111  1100.51369 ns
101  1102.245718 ns
100  1102.331953 ns
110  1102.670879 ns
111  1103.61815 ns
011  1104.842241 ns
001  1300.51369 ns
011  1302.245718 ns
010  1302.331953 ns
000  1302.670879 ns
001  1303.61815 ns
101  1304.842241 ns
111  1402.245718 ns
110  1402.331953 ns
100  1402.670879 ns
110  1403.426992 ns
111  1403.513227 ns
110  1405.106754 ns
100  1500.51369 ns
101  1503.61815 ns
001  1504.173656 ns
101  1504.842241 ns
#272
111  204.191205 ns
011  204.327481 ns
010  204.438646 ns
000  204.482955 ns
001  303.564371 ns
101  303.708029 ns
001  304.497639 ns
011  304.653113 ns
001  503.806106 ns
000  504.053547 ns
100  504.497639 ns
110  504.653113 ns
111  603.564371 ns
011  603.708029 ns
001  604.191205 ns
000  604.438646 ns
001  703.564371 ns
101  703.708029 ns
001  704.497639 ns
011  704.653113 ns
010  904.183823 ns
000  904.482955 ns
010  1003.806106 ns
011  1004.053547 ns
111  1004.497639 ns
101  1004.653113 ns
100  1103.564371 ns
000  1103.708029 ns
010  1104.191205 ns
011  1104.438646 ns
010  1303.564371 ns
110  1303.708029 ns
100  1304.191205 ns
101  1304.438646 ns
100  1404.183823 ns
110  1404.482955 ns
111  1503.564371 ns
011  1503.708029 ns
111  1504.497639 ns
101  1504.653113 ns
#273
100  202.166206 ns
000  202.441707 ns
010  202.48973 ns
000  204.18561 ns
100  301.008277 ns
101  302.108618 ns
001  302.704014 ns
011  302.75218 ns
111  401.008277 ns
110  401.621137 ns
111  402.166206 ns
011  402.441707 ns
111  501.008277 ns
110  501.621137 ns
100  501.944661 ns
110  502.75218 ns
010  601.008277 ns
011  602.108618 ns
010  602.166206 ns
110  602.441707 ns
100  602.48973 ns
000  602.704014 ns
100  701.008277 ns
101  702.108618 ns
001  702.704014 ns
011  702.75218 ns
111  801.008277 ns
110  801.621137 ns
111  802.166206 ns
011  802.441707 ns
010  901.621137 ns
011  901.846311 ns
010  902.166206 ns
000  904.18561 ns
100  1001.008277 ns
101  1001.621137 ns
111  1001.944661 ns
101  1002.75218 ns
001  1101.008277 ns
000  1102.108618 ns
001  1102.166206 ns
101  1102.441707 ns
111  1102.48973 ns
011  1102.704014 ns
111  1301.008277 ns
110  1302.108618 ns
111  1302.166206 ns
011  1302.441707 ns
001  1302.48973 ns
101  1302.704014 ns
100  1401.621137 ns
101  1401.846311 ns
100  1402.166206 ns
110  1404.18561 ns
010  1501.008277 ns
011  1502.108618 ns
111  1502.704014 ns
101  1502.75218 ns
#274
100  201.839944 ns
110  202.873154 ns
100  203.078711 ns
000  203.134242 ns
010  302.973269 ns
110  303.0288 ns
010  303.072387 ns
011  304.047491 ns
010  401.467171 ns
011  401.839944 ns
010  501.467171 ns
000  502.500381 ns
010  502.973269 ns
110  503.0288 ns
111  601.839944 ns
101  602.873154 ns
001  603.072387 ns
000  604.047491 ns
010  702.973269 ns
110  703.0288 ns
010  703.072387 ns
011  704.047491 ns
010  801.467171 ns
011  801.839944 ns
010  901.467171 ns
011  901.839944 ns
001  903.078711 ns
000  904.109346 ns
001  1001.467171 ns
011  1002.500381 ns
001  1002.973269 ns
101  1003.0288 ns
100  1101.839944 ns
110  1102.873154 ns
010  1103.072387 ns
011  1104.047491 ns
010  1301.839944 ns
000  1302.873154 ns
100  1303.072387 ns
101  1304.047491 ns
100  1401.467171 ns
101  1401.839944 ns
111  1403.078711 ns
110  1404.109346 ns
100  1502.973269 ns
000  1503.0288 ns
100  1503.072387 ns
101  1504.047491 ns
#275
100  202.567963 ns
110  202.667786 ns
100  202.773784 ns
000  205.230691 ns
010  302.166253 ns
110  302.672876 ns
111  302.968123 ns
011  304.729158 ns
111  402.672876 ns
110  402.968123 ns
010  405.230691 ns
011  405.525938 ns
010  502.135811 ns
000  502.166253 ns
010  502.341632 ns
110  502.672876 ns
111  502.968123 ns
011  504.729158 ns
111  505.230691 ns
110  505.525938 ns
111  602.567963 ns
011  602.672876 ns
001  602.773784 ns
000  602.968123 ns
010  702.166253 ns
110  702.672876 ns
111  702.968123 ns
011  704.729158 ns
111  802.672876 ns
110  802.968123 ns
010  805.230691 ns
011  805.525938 ns
001  902.667786 ns
000  905.525938 ns
001  1002.135811 ns
011  1002.166253 ns
001  1002.341632 ns
101  1002.672876 ns
100  1002.968123 ns
000  1004.729158 ns
100  1005.230691 ns
101  1005.525938 ns
100  1102.567963 ns
000  1102.672876 ns
010  1102.773784 ns
011  1102.968123 ns
010  1302.567963 ns
110  1302.672876 ns
100  1302.773784 ns
101  1302.968123 ns
111  1402.667786 ns
110  1405.525938 ns
100  1502.166253 ns
000  1502.672876 ns
001  1502.968123 ns
101  1504.729158 ns
#276
111  201.362897 ns
011  202.200853 ns
010  204.424422 ns
000  204.870449 ns
100  301.867716 ns
101  302.505407 ns
111  302.856982 ns
011  303.694938 ns
001  401.362897 ns
101  401.867716 ns
001  402.200853 ns
000  402.216815 ns
010  402.662842 ns
000  402.856982 ns
001  404.424422 ns
011  404.870449 ns
111  501.867716 ns
011  502.200853 ns
010  502.216815 ns
000  502.662842 ns
010  502.856982 ns
110  503.694938 ns
100  601.362897 ns
000  601.867716 ns
001  602.505407 ns
011  602.856982 ns
010  604.424422 ns
000  604.870449 ns
100  701.867716 ns
101  702.505407 ns
111  702.856982 ns
011  703.694938 ns
001  801.362897 ns
101  801.867716 ns
001  802.200853 ns
000  802.216815 ns
010  802.662842 ns
000  802.856982 ns
001  804.424422 ns
011  804.870449 ns
001  901.362897 ns
000  902.216815 ns
010  902.662842 ns
011  902.838544 ns
010  904.424422 ns
000  904.870449 ns
100  1001.867716 ns
000  1002.200853 ns
001  1002.216815 ns
011  1002.662842 ns
001  1002.856982 ns
101  1003.694938 ns
111  1101.362897 ns
011  1101.867716 ns
010  1102.505407 ns
000  1102.856982 ns
001  1104.424422 ns
011  1104.870449 ns
001  1301.362897 ns
101  1301.867716 ns
100  1302.505407 ns
110  1302.856982 ns
111  1304.424422 ns
101  1304.870449 ns
111  1401.362897 ns
110  1402.216815 ns
100  1402.662842 ns
101  1402.838544 ns
100  1404.424422 ns
110  1404.870449 ns
010  1501.867716 ns
011  1502.505407 ns
001  1502.856982 ns
101  1503.694938 ns
#277
111  202.072192 ns
110  203.051223 ns
100  203.069549 ns
000  203.692473 ns
010  301.650186 ns
110  303.270467 ns
010  303.544674 ns
011  306.165304 ns
010  400.988924 ns
000  401.00725 ns
001  403.051223 ns
011  403.069549 ns
010  500.988924 ns
000  501.00725 ns
010  501.650186 ns
110  503.270467 ns
111  603.051223 ns
101  603.069549 ns
001  603.544674 ns
000  606.165304 ns
010  701.650186 ns
110  703.270467 ns
010  703.544674 ns
011  706.165304 ns
010  800.988924 ns
000  801.00725 ns
001  803.051223 ns
011  803.069549 ns
010  900.988924 ns
000  901.00725 ns
010  902.072192 ns
011  903.051223 ns
001  903.069549 ns
000  906.313103 ns
001  1000.988924 ns
011  1001.00725 ns
001  1001.650186 ns
101  1003.270467 ns
100  1103.051223 ns
110  1103.069549 ns
010  1103.544674 ns
011  1106.165304 ns
010  1303.051223 ns
000  1303.069549 ns
100  1303.544674 ns
101  1306.165304 ns
100  1400.988924 ns
110  1401.00725 ns
100  1402.072192 ns
101  1403.051223 ns
111  1403.069549 ns
110  1406.313103 ns
100  1501.650186 ns
000  1503.270467 ns
100  1503.544674 ns
101  1506.165304 ns
#278
100  200.838373 ns
110  201.567656 ns
100  204.63688 ns
000  204.961493 ns
001  302.187583 ns
011  303.479243 ns
111  303.803856 ns
011  304.51374 ns
010  400.838373 ns
000  401.567656 ns
001  402.187583 ns
000  402.453302 ns
001  402.635336 ns
011  403.182585 ns
010  502.187583 ns
011  502.453302 ns
010  502.635336 ns
000  503.182585 ns
010  503.479243 ns
110  503.803856 ns
111  600.838373 ns
101  601.567656 ns
100  602.187583 ns
000  604.51374 ns
001  702.187583 ns
011  703.479243 ns
111  703.803856 ns
011  704.51374 ns
010  800.838373 ns
000  801.567656 ns
001  802.187583 ns
000  802.453302 ns
001  802.635336 ns
011  803.182585 ns
010  900.838373 ns
000  901.567656 ns
001  902.453302 ns
000  902.635336 ns
010  903.182585 ns
000  904.63688 ns
001  1002.187583 ns
000  1002.453302 ns
001  1002.635336 ns
011  1003.182585 ns
001  1003.479243 ns
101  1003.803856 ns
100  1100.838373 ns
110  1101.567656 ns
111  1102.187583 ns
011  1104.51374 ns
010  1300.838373 ns
000  1301.567656 ns
001  1302.187583 ns
101  1304.51374 ns
100  1400.838373 ns
110  1401.567656 ns
111  1402.453302 ns
110  1402.635336 ns
100  1403.182585 ns
110  1404.63688 ns
111  1502.187583 ns
101  1503.479243 ns
001  1503.803856 ns
101  1504.51374 ns
#279
111  203.073114 ns
101  203.225128 ns
001  203.500243 ns
000  203.985677 ns
001  301.720948 ns
101  301.917639 ns
111  302.460596 ns
011  302.735711 ns
010  401.720948 ns
011  403.303552 ns
010  501.720948 ns
000  502.460596 ns
010  502.707349 ns
110  502.735711 ns
111  503.303552 ns
110  503.619912 ns
111  601.720948 ns
011  601.917639 ns
001  603.073114 ns
000  603.985677 ns
001  701.720948 ns
101  701.917639 ns
111  702.460596 ns
011  702.735711 ns
010  801.720948 ns
011  803.303552 ns
001  903.225128 ns
000  903.303552 ns
001  1001.720948 ns
011  1002.460596 ns
001  1002.707349 ns
101  1002.735711 ns
100  1003.303552 ns
101  1003.619912 ns
100  1101.720948 ns
000  1101.917639 ns
010  1103.073114 ns
011  1103.985677 ns
010  1301.720948 ns
110  1301.917639 ns
100  1303.073114 ns
101  1303.985677 ns
111  1403.225128 ns
110  1403.303552 ns
111  1501.720948 ns
011  1501.917639 ns
001  1502.460596 ns
101  1502.735711 ns
#280
111  202.623302 ns
011  202.788975 ns
010  203.101335 ns
000  204.791253 ns
010  302.186534 ns
110  302.352207 ns
111  303.302211 ns
011  304.357065 ns
010  401.734121 ns
011  401.898223 ns
001  402.186534 ns
101  402.352207 ns
111  402.623302 ns
011  402.788975 ns
010  403.101335 ns
011  403.302211 ns
010  501.734121 ns
011  501.898223 ns
001  502.186534 ns
101  502.352207 ns
100  503.302211 ns
110  503.588141 ns
100  602.186534 ns
000  602.352207 ns
010  602.623302 ns
110  602.788975 ns
111  603.101335 ns
110  603.302211 ns
010  604.357065 ns
000  604.791253 ns
010  702.186534 ns
110  702.352207 ns
111  703.302211 ns
011  704.357065 ns
010  801.734121 ns
011  801.898223 ns
001  802.186534 ns
101  802.352207 ns
111  802.623302 ns
011  802.788975 ns
010  803.101335 ns
011  803.302211 ns
010  901.734121 ns
011  901.898223 ns
001  902.623302 ns
000  903.101335 ns
001  1001.734121 ns
000  1001.898223 ns
010  1002.186534 ns
110  1002.352207 ns
111  1003.302211 ns
101  1003.588141 ns
111  1102.186534 ns
011  1102.352207 ns
001  1102.623302 ns
101  1102.788975 ns
100  1103.101335 ns
101  1103.302211 ns
001  1104.357065 ns
011  1104.791253 ns
001  1302.186534 ns
101  1302.352207 ns
111  1302.623302 ns
011  1302.788975 ns
010  1303.101335 ns
011  1303.302211 ns
111  1304.357065 ns
101  1304.791253 ns
100  1401.734121 ns
101  1401.898223 ns
111  1402.623302 ns
110  1403.101335 ns
100  1502.186534 ns
000  1502.352207 ns
001  1503.302211 ns
101  1504.357065 ns
#281
111  202.527066 ns
110  203.600434 ns
010  204.552103 ns
000  204.964627 ns
001  301.876585 ns
011  302.712771 ns
111  303.777587 ns
011  304.737808 ns
010  401.593906 ns
011  401.876585 ns
010  402.651101 ns
011  403.600434 ns
010  501.593906 ns
011  501.876585 ns
010  502.651101 ns
000  502.712771 ns
010  502.958099 ns
110  504.737808 ns
111  601.876585 ns
110  603.600434 ns
010  603.777587 ns
000  604.964627 ns
001  701.876585 ns
011  702.712771 ns
111  703.777587 ns
011  704.737808 ns
010  801.593906 ns
011  801.876585 ns
010  802.651101 ns
011  803.600434 ns
010  901.593906 ns
000  902.527066 ns
001  902.651101 ns
000  903.600434 ns
001  1001.593906 ns
000  1001.876585 ns
001  1002.651101 ns
011  1002.712771 ns
001  1002.958099 ns
101  1004.737808 ns
100  1101.876585 ns
101  1103.600434 ns
001  1103.777587 ns
011  1104.964627 ns
010  1301.876585 ns
011  1303.600434 ns
111  1303.777587 ns
101  1304.964627 ns
100  1401.593906 ns
110  1402.527066 ns
111  1402.651101 ns
110  1403.600434 ns
111  1501.876585 ns
101  1502.712771 ns
001  1503.777587 ns
101  1504.737808 ns
#282
100  202.766034 ns
000  203.309027 ns
010  203.354672 ns
000  203.534064 ns
100  303.070276 ns
000  304.558445 ns
001  304.585123 ns
011  304.60409 ns
010  402.766034 ns
000  403.534064 ns
001  405.643103 ns
011  406.411133 ns
111  504.558445 ns
101  504.60409 ns
100  505.643103 ns
110  506.411133 ns
111  602.766034 ns
011  603.070276 ns
001  603.534064 ns
000  604.585123 ns
100  703.070276 ns
000  704.558445 ns
001  704.585123 ns
011  704.60409 ns
010  802.766034 ns
000  803.534064 ns
001  805.643103 ns
011  806.411133 ns
010  902.766034 ns
000  903.354672 ns
010  903.534064 ns
011  904.823874 ns
010  905.643103 ns
000  906.411133 ns
100  1004.558445 ns
110  1004.60409 ns
111  1005.643103 ns
101  1006.411133 ns
100  1102.766034 ns
000  1103.070276 ns
010  1103.534064 ns
011  1104.585123 ns
010  1302.766034 ns
110  1303.070276 ns
100  1303.534064 ns
101  1304.585123 ns
100  1402.766034 ns
110  1403.354672 ns
100  1403.534064 ns
101  1404.823874 ns
100  1405.643103 ns
110  1406.411133 ns
010  1503.070276 ns
110  1504.558445 ns
111  1504.585123 ns
101  1504.60409 ns
#283
100  202.722405 ns
110  204.003168 ns
010  204.661372 ns
000  206.028719 ns
100  303.574282 ns
101  304.330188 ns
001  304.403871 ns
011  304.941629 ns
010  502.261108 ns
000  503.541871 ns
100  503.574282 ns
110  504.941629 ns
111  602.722405 ns
101  604.003168 ns
100  604.330188 ns
000  604.403871 ns
100  703.574282 ns
101  704.330188 ns
001  704.403871 ns
011  704.941629 ns
010  904.587689 ns
000  906.028719 ns
001  1002.261108 ns
011  1003.541871 ns
111  1003.574282 ns
101  1004.941629 ns
100  1102.722405 ns
110  1104.003168 ns
111  1104.330188 ns
011  1104.403871 ns
010  1302.722405 ns
000  1304.003168 ns
001  1304.330188 ns
101  1304.403871 ns
100  1404.587689 ns
110  1406.028719 ns
010  1503.574282 ns
011  1504.330188 ns
111  1504.403871 ns
101  1504.941629 ns
#284
111  201.900219 ns
011  202.745176 ns
001  203.090737 ns
000  203.314387 ns
001  300.934392 ns
011  301.760363 ns
111  302.047662 ns
011  302.60532 ns
010  400.934392 ns
011  401.631906 ns
010  500.934392 ns
011  501.631906 ns
001  501.760363 ns
101  502.60532 ns
111  502.907816 ns
110  503.131466 ns
111  600.934392 ns
011  602.047662 ns
001  603.090737 ns
000  603.314387 ns
001  700.934392 ns
011  701.760363 ns
111  702.047662 ns
011  702.60532 ns
010  800.934392 ns
011  801.631906 ns
010  901.631906 ns
000  901.900219 ns
001  1000.934392 ns
000  1001.631906 ns
010  1001.760363 ns
110  1002.60532 ns
100  1002.907816 ns
101  1003.131466 ns
100  1100.934392 ns
000  1102.047662 ns
010  1103.090737 ns
011  1103.314387 ns
010  1300.934392 ns
110  1302.047662 ns
100  1303.090737 ns
101  1303.314387 ns
100  1401.631906 ns
110  1401.900219 ns
111  1500.934392 ns
101  1501.760363 ns
001  1502.047662 ns
101  1502.60532 ns
#285
001  201.175886 ns
000  203.465798 ns
010  203.840974 ns
000  204.01868 ns
100  302.011135 ns
000  303.477608 ns
010  304.676223 ns
011  304.79061 ns
111  402.011135 ns
011  403.477608 ns
111  501.175886 ns
011  502.011135 ns
010  502.126598 ns
000  502.67948 ns
100  503.477608 ns
110  504.676223 ns
010  601.175886 ns
110  602.011135 ns
111  603.465798 ns
011  603.477608 ns
001  604.01868 ns
000  604.79061 ns
100  702.011135 ns
000  703.477608 ns
010  704.676223 ns
011  704.79061 ns
111  802.011135 ns
011  803.477608 ns
010  902.488888 ns
000  903.840974 ns
100  1001.175886 ns
000  1002.011135 ns
001  1002.126598 ns
011  1002.67948 ns
111  1003.477608 ns
101  1004.676223 ns
001  1101.175886 ns
101  1102.011135 ns
100  1103.465798 ns
000  1103.477608 ns
010  1104.01868 ns
011  1104.79061 ns
111  1301.175886 ns
011  1302.011135 ns
010  1303.465798 ns
110  1303.477608 ns
100  1304.01868 ns
101  1304.79061 ns
100  1402.488888 ns
110  1403.840974 ns
010  1502.011135 ns
110  1503.477608 ns
100  1504.676223 ns
101  1504.79061 ns
#286
001  203.225849 ns
011  203.453386 ns
001  205.668474 ns
000  205.849941 ns
001  301.761221 ns
101  303.344843 ns
111  303.57238 ns
011  303.772301 ns
010  401.214769 ns
011  401.761221 ns
001  402.592782 ns
000  402.774249 ns
010  405.668474 ns
011  405.849941 ns
010  501.214769 ns
011  501.761221 ns
001  502.592782 ns
000  502.774249 ns
100  503.344843 ns
110  503.57238 ns
111  601.761221 ns
011  603.772301 ns
001  605.668474 ns
000  605.849941 ns
001  701.761221 ns
101  703.344843 ns
111  703.57238 ns
011  703.772301 ns
010  801.214769 ns
011  801.761221 ns
001  802.592782 ns
000  802.774249 ns
010  805.668474 ns
011  805.849941 ns
010  901.214769 ns
000  902.592782 ns
001  902.774249 ns
011  903.453386 ns
001  905.668474 ns
000  905.849941 ns
001  1001.214769 ns
000  1001.761221 ns
010  1002.592782 ns
011  1002.774249 ns
111  1003.344843 ns
101  1003.57238 ns
100  1101.761221 ns
000  1103.772301 ns
010  1105.668474 ns
011  1105.849941 ns
010  1301.761221 ns
110  1303.772301 ns
100  1305.668474 ns
101  1305.849941 ns
100  1401.214769 ns
110  1402.592782 ns
111  1402.774249 ns
101  1403.453386 ns
111  1405.668474 ns
110  1405.849941 ns
111  1501.761221 ns
011  1503.344843 ns
001  1503.57238 ns
101  1503.772301 ns
#287
100  201.266614 ns
110  202.456447 ns
100  203.463823 ns
000  204.22578 ns
001  301.351047 ns
011  302.778397 ns
111  303.540354 ns
011  303.777404 ns
010  401.351047 ns
011  401.799423 ns
010  501.351047 ns
011  501.649641 ns
010  501.799423 ns
000  502.778397 ns
010  502.839474 ns
110  503.540354 ns
111  601.266614 ns
110  601.351047 ns
100  602.456447 ns
000  603.777404 ns
001  701.351047 ns
011  702.778397 ns
111  703.540354 ns
011  703.777404 ns
010  801.351047 ns
011  801.799423 ns
010  901.799423 ns
000  903.463823 ns
001  1001.351047 ns
000  1001.649641 ns
001  1001.799423 ns
011  1002.778397 ns
001  1002.839474 ns
101  1003.540354 ns
100  1101.266614 ns
101  1101.351047 ns
111  1102.456447 ns
011  1103.777404 ns
010  1301.266614 ns
011  1301.351047 ns
001  1302.456447 ns
101  1303.777404 ns
100  1401.799423 ns
110  1403.463823 ns
111  1501.351047 ns
101  1502.778397 ns
001  1503.540354 ns
101  1503.777404 ns
#288
001  202.50299 ns
011  202.913488 ns
010  203.896614 ns
000  204.923239 ns
100  301.662885 ns
101  304.009321 ns
111  304.083134 ns
011  305.035167 ns
010  401.477144 ns
110  401.662885 ns
111  404.009321 ns
011  405.035167 ns
010  501.477144 ns
110  501.662885 ns
100  502.009947 ns
000  502.50299 ns
001  502.993073 ns
000  504.009321 ns
010  504.083134 ns
110  505.035167 ns
010  601.662885 ns
110  602.50299 ns
100  602.913488 ns
101  603.896614 ns
100  604.009321 ns
000  605.035167 ns
100  701.662885 ns
101  704.009321 ns
111  704.083134 ns
011  705.035167 ns
010  801.477144 ns
