UUU  0 ns
#1
U0U  3.957996 ns
U01  4.994801 ns
111  1002.834128 ns
101  1003.451723 ns
001  1101.480729 ns
101  1102.233705 ns
001  1102.834128 ns
000  1104.809907 ns
010  1104.978978 ns
011  1105.07984 ns
111  1301.480729 ns
011  1302.233705 ns
111  1302.834128 ns
110  1304.809907 ns
100  1304.978978 ns
101  1305.07984 ns
111  1402.253577 ns
110  1402.354439 ns
100  1402.698747 ns
101  1403.456508 ns
111  1404.978978 ns
110  1405.07984 ns
010  1502.233705 ns
110  1502.834128 ns
100  1503.451723 ns
101  1504.809907 ns
#850
100  201.26793 ns
110  201.929594 ns
010  202.391992 ns
000  202.99382 ns
100  301.769456 ns
101  303.790234 ns
111  304.325803 ns
011  304.788201 ns
010  401.26793 ns
110  401.769456 ns
100  401.929594 ns
101  403.587347 ns
111  404.325803 ns
011  404.788201 ns
111  501.769456 ns
011  502.391992 ns
010  503.587347 ns
000  504.325803 ns
100  504.788201 ns
110  505.313237 ns
111  601.26793 ns
011  601.769456 ns
001  601.929594 ns
101  602.391992 ns
111  602.99382 ns
110  603.790234 ns
100  604.325803 ns
000  604.788201 ns
100  701.769456 ns
101  703.790234 ns
111  704.325803 ns
011  704.788201 ns
010  801.26793 ns
110  801.769456 ns
100  801.929594 ns
101  803.587347 ns
111  804.325803 ns
011  804.788201 ns
010  901.26793 ns
000  901.929594 ns
001  903.587347 ns
000  904.41277 ns
100  1001.769456 ns
000  1002.391992 ns
001  1003.587347 ns
011  1004.325803 ns
111  1004.788201 ns
101  1005.313237 ns
100  1101.26793 ns
000  1101.769456 ns
010  1101.929594 ns
110  1102.391992 ns
100  1102.99382 ns
101  1103.790234 ns
111  1104.325803 ns
011  1104.788201 ns
010  1301.26793 ns
110  1301.769456 ns
100  1301.929594 ns
000  1302.391992 ns
010  1302.99382 ns
011  1303.790234 ns
001  1304.325803 ns
101  1304.788201 ns
100  1401.26793 ns
110  1401.929594 ns
111  1403.587347 ns
110  1404.41277 ns
010  1501.769456 ns
011  1503.790234 ns
001  1504.325803 ns
101  1504.788201 ns
#851
111  202.062674 ns
011  202.924394 ns
010  203.753771 ns
000  205.384002 ns
010  303.158469 ns
110  304.020189 ns
111  305.42446 ns
011  305.888711 ns
001  402.062674 ns
000  402.460143 ns
010  403.158469 ns
110  404.020189 ns
111  405.42446 ns
011  405.888711 ns
010  502.460143 ns
110  502.924394 ns
100  503.158469 ns
101  503.785781 ns
001  504.020189 ns
011  505.416012 ns
010  505.42446 ns
110  505.888711 ns
100  602.062674 ns
000  602.924394 ns
010  603.158469 ns
011  603.753771 ns
111  604.020189 ns
101  605.384002 ns
100  605.42446 ns
000  605.888711 ns
010  703.158469 ns
110  704.020189 ns
111  705.42446 ns
011  705.888711 ns
001  802.062674 ns
000  802.460143 ns
010  803.158469 ns
110  804.020189 ns
111  805.42446 ns
011  805.888711 ns
001  902.062674 ns
000  902.460143 ns
001  1002.460143 ns
101  1002.924394 ns
111  1003.158469 ns
110  1003.785781 ns
010  1004.020189 ns
000  1005.416012 ns
001  1005.42446 ns
101  1005.888711 ns
111  1102.062674 ns
011  1102.924394 ns
001  1103.158469 ns
000  1103.753771 ns
100  1104.020189 ns
110  1105.384002 ns
111  1105.42446 ns
011  1105.888711 ns
001  1302.062674 ns
101  1302.924394 ns
111  1303.158469 ns
110  1303.753771 ns
010  1304.020189 ns
000  1305.384002 ns
001  1305.42446 ns
101  1305.888711 ns
111  1402.062674 ns
110  1402.460143 ns
100  1503.158469 ns
000  1504.020189 ns
001  1505.42446 ns
101  1505.888711 ns
#852
111  200.661722 ns
110  202.830489 ns
010  203.551799 ns
000  205.371141 ns
100  300.531545 ns
110  302.350887 ns
111  304.252455 ns
011  305.773793 ns
111  400.531545 ns
101  400.661722 ns
100  402.030461 ns
110  402.293431 ns
100  402.350887 ns
000  403.551799 ns
001  404.252455 ns
011  405.371141 ns
111  500.531545 ns
110  502.030461 ns
100  502.293431 ns
110  502.350887 ns
111  504.252455 ns
110  504.462198 ns
010  600.531545 ns
000  600.661722 ns
010  602.350887 ns
011  602.830489 ns
111  603.551799 ns
110  604.252455 ns
100  605.371141 ns
000  605.773793 ns
100  700.531545 ns
110  702.350887 ns
111  704.252455 ns
011  705.773793 ns
111  800.531545 ns
101  800.661722 ns
100  802.030461 ns
110  802.293431 ns
100  802.350887 ns
000  803.551799 ns
001  804.252455 ns
011  805.371141 ns
001  900.661722 ns
000  902.030461 ns
010  902.293431 ns
000  905.371141 ns
100  1000.531545 ns
101  1002.030461 ns
111  1002.293431 ns
101  1002.350887 ns
100  1004.252455 ns
101  1004.462198 ns
001  1100.531545 ns
011  1100.661722 ns
001  1102.350887 ns
000  1102.830489 ns
100  1103.551799 ns
101  1104.252455 ns
111  1105.371141 ns
011  1105.773793 ns
111  1300.531545 ns
101  1300.661722 ns
111  1302.350887 ns
110  1302.830489 ns
010  1303.551799 ns
011  1304.252455 ns
001  1305.371141 ns
101  1305.773793 ns
111  1400.661722 ns
110  1402.030461 ns
100  1402.293431 ns
110  1405.371141 ns
010  1500.531545 ns
000  1502.350887 ns
001  1504.252455 ns
101  1505.773793 ns
#853
111  201.936713 ns
110  202.13161 ns
010  202.765495 ns
000  203.923584 ns
100  301.631466 ns
110  302.789555 ns
010  304.595747 ns
011  304.858149 ns
111  401.631466 ns
011  404.595747 ns
111  501.631466 ns
101  501.91667 ns
100  502.111567 ns
000  502.765495 ns
010  502.789555 ns
110  504.595747 ns
010  601.631466 ns
000  601.936713 ns
001  602.13161 ns
101  602.765495 ns
001  604.595747 ns
000  604.858149 ns
100  701.631466 ns
110  702.789555 ns
010  704.595747 ns
011  704.858149 ns
111  801.631466 ns
011  804.595747 ns
010  903.027897 ns
000  903.923584 ns
100  1001.631466 ns
110  1001.91667 ns
111  1002.111567 ns
011  1002.765495 ns
001  1002.789555 ns
101  1004.595747 ns
001  1101.631466 ns
011  1101.936713 ns
010  1102.13161 ns
110  1102.765495 ns
010  1104.595747 ns
011  1104.858149 ns
111  1301.631466 ns
101  1301.936713 ns
100  1302.13161 ns
000  1302.765495 ns
100  1304.595747 ns
101  1304.858149 ns
100  1403.027897 ns
110  1403.923584 ns
010  1501.631466 ns
000  1502.789555 ns
100  1504.595747 ns
101  1504.858149 ns
#854
100  201.14932 ns
110  201.551374 ns
100  202.155406 ns
000  202.398935 ns
001  302.051198 ns
101  302.242196 ns
111  302.682571 ns
011  303.530132 ns
001  401.551374 ns
011  402.682571 ns
010  501.326876 ns
000  502.332962 ns
010  502.682571 ns
110  503.530132 ns
111  601.14932 ns
101  601.551374 ns
100  602.051198 ns
110  602.155406 ns
010  602.242196 ns
000  602.682571 ns
001  702.051198 ns
101  702.242196 ns
111  702.682571 ns
011  703.530132 ns
001  801.551374 ns
011  802.682571 ns
001  901.551374 ns
000  902.207937 ns
001  1001.326876 ns
011  1002.332962 ns
001  1002.682571 ns
101  1003.530132 ns
100  1101.14932 ns
110  1101.551374 ns
111  1102.051198 ns
101  1102.155406 ns
001  1102.242196 ns
011  1102.682571 ns
010  1301.14932 ns
000  1301.551374 ns
001  1302.051198 ns
011  1302.155406 ns
111  1302.242196 ns
101  1302.682571 ns
111  1401.551374 ns
110  1402.207937 ns
111  1502.051198 ns
011  1502.242196 ns
001  1502.682571 ns
101  1503.530132 ns
#855
100  201.727787 ns
110  202.766036 ns
100  203.638309 ns
000  203.952368 ns
001  301.294067 ns
011  302.965844 ns
111  303.131098 ns
011  303.279903 ns
010  401.087621 ns
011  401.294067 ns
010  401.727787 ns
011  402.115337 ns
010  501.087621 ns
011  501.294067 ns
010  502.115337 ns
000  502.12587 ns
010  502.965844 ns
110  503.279903 ns
111  601.294067 ns
110  601.727787 ns
100  602.766036 ns
000  603.131098 ns
001  701.294067 ns
011  702.965844 ns
111  703.131098 ns
011  703.279903 ns
010  801.087621 ns
011  801.294067 ns
010  801.727787 ns
011  802.115337 ns
010  901.087621 ns
011  901.727787 ns
010  902.115337 ns
000  903.638309 ns
001  1001.087621 ns
000  1001.294067 ns
001  1002.115337 ns
011  1002.12587 ns
001  1002.965844 ns
101  1003.279903 ns
100  1101.294067 ns
101  1101.727787 ns
111  1102.766036 ns
011  1103.131098 ns
010  1301.294067 ns
011  1301.727787 ns
001  1302.766036 ns
101  1303.131098 ns
100  1401.087621 ns
101  1401.727787 ns
100  1402.115337 ns
110  1403.638309 ns
111  1501.294067 ns
101  1502.965844 ns
001  1503.131098 ns
101  1503.279903 ns
#856
111  201.360285 ns
011  202.217195 ns
010  203.716755 ns
000  204.446548 ns
100  302.603673 ns
101  303.314311 ns
111  303.330546 ns
011  304.187456 ns
001  401.360285 ns
101  402.217195 ns
111  403.330546 ns
011  404.187456 ns
001  503.330546 ns
000  503.50487 ns
100  504.187456 ns
110  504.234663 ns
100  601.360285 ns
000  602.217195 ns
100  602.603673 ns
101  603.314311 ns
111  603.330546 ns
110  603.716755 ns
010  604.187456 ns
000  604.446548 ns
100  702.603673 ns
101  703.314311 ns
111  703.330546 ns
011  704.187456 ns
001  801.360285 ns
101  802.217195 ns
111  803.330546 ns
011  804.187456 ns
001  901.360285 ns
000  902.927833 ns
010  1003.330546 ns
011  1003.50487 ns
111  1004.187456 ns
101  1004.234663 ns
111  1101.360285 ns
011  1102.217195 ns
111  1102.603673 ns
110  1103.314311 ns
100  1103.330546 ns
101  1103.716755 ns
001  1104.187456 ns
011  1104.446548 ns
001  1301.360285 ns
101  1302.217195 ns
001  1302.603673 ns
000  1303.314311 ns
010  1303.330546 ns
011  1303.716755 ns
111  1304.187456 ns
101  1304.446548 ns
111  1401.360285 ns
110  1402.927833 ns
010  1502.603673 ns
011  1503.314311 ns
001  1503.330546 ns
101  1504.187456 ns
#857
111  202.939488 ns
011  203.386879 ns
010  203.616606 ns
000  204.477156 ns
001  303.08352 ns
101  303.670376 ns
111  304.182689 ns
011  304.63008 ns
001  402.939488 ns
011  404.182689 ns
010  503.331182 ns
000  504.182689 ns
010  504.191732 ns
110  504.63008 ns
100  602.939488 ns
101  603.08352 ns
100  603.616606 ns
000  603.670376 ns
010  604.182689 ns
000  604.477156 ns
001  703.08352 ns
101  703.670376 ns
111  704.182689 ns
011  704.63008 ns
001  802.939488 ns
011  804.182689 ns
010  902.800023 ns
000  902.939488 ns
001  1003.331182 ns
011  1004.182689 ns
001  1004.191732 ns
101  1004.63008 ns
111  1102.939488 ns
110  1103.08352 ns
111  1103.616606 ns
011  1103.670376 ns
001  1104.182689 ns
011  1104.477156 ns
001  1302.939488 ns
000  1303.08352 ns
001  1303.616606 ns
101  1303.670376 ns
111  1304.182689 ns
101  1304.477156 ns
100  1402.800023 ns
110  1402.939488 ns
111  1503.08352 ns
011  1503.670376 ns
001  1504.182689 ns
101  1504.63008 ns
#858
111  203.502929 ns
011  203.57749 ns
010  205.090943 ns
000  206.444711 ns
100  301.794007 ns
110  304.661228 ns
111  305.297908 ns
011  306.44862 ns
111  401.794007 ns
101  402.1295 ns
100  402.426778 ns
110  403.502929 ns
010  403.57749 ns
011  405.297908 ns
111  501.794007 ns
101  502.1295 ns
100  502.426778 ns
101  503.717514 ns
111  504.661228 ns
110  505.297908 ns
010  601.794007 ns
000  603.502929 ns
100  603.57749 ns
101  605.090943 ns
100  605.297908 ns
000  606.44862 ns
100  701.794007 ns
110  704.661228 ns
111  705.297908 ns
011  706.44862 ns
111  801.794007 ns
101  802.1295 ns
100  802.426778 ns
110  803.502929 ns
010  803.57749 ns
011  805.297908 ns
001  902.1295 ns
000  902.426778 ns
010  903.502929 ns
000  906.444711 ns
100  1001.794007 ns
110  1002.1295 ns
111  1002.426778 ns
110  1003.717514 ns
100  1004.661228 ns
101  1005.297908 ns
001  1101.794007 ns
011  1103.502929 ns
111  1103.57749 ns
110  1105.090943 ns
111  1105.297908 ns
011  1106.44862 ns
111  1301.794007 ns
101  1303.502929 ns
001  1303.57749 ns
000  1305.090943 ns
001  1305.297908 ns
101  1306.44862 ns
111  1402.1295 ns
110  1402.426778 ns
100  1403.502929 ns
110  1406.444711 ns
010  1501.794007 ns
000  1504.661228 ns
001  1505.297908 ns
101  1506.44862 ns
#859
111  202.912817 ns
110  203.595971 ns
100  204.113185 ns
000  204.31275 ns
001  302.661824 ns
101  303.06575 ns
111  303.373324 ns
011  304.773257 ns
010  401.463369 ns
000  401.980583 ns
001  402.661824 ns
101  403.06575 ns
100  403.595971 ns
101  403.908824 ns
111  404.113185 ns
011  404.31275 ns
010  501.463369 ns
000  501.980583 ns
001  502.661824 ns
101  503.06575 ns
111  503.373324 ns
110  503.908824 ns
010  504.31275 ns
110  504.773257 ns
111  602.661824 ns
011  603.06575 ns
010  603.595971 ns
000  604.113185 ns
001  702.661824 ns
101  703.06575 ns
111  703.373324 ns
011  704.773257 ns
010  801.463369 ns
000  801.980583 ns
001  802.661824 ns
101  803.06575 ns
100  803.595971 ns
101  803.908824 ns
111  804.113185 ns
011  804.31275 ns
010  901.463369 ns
000  901.980583 ns
010  902.912817 ns
011  903.595971 ns
010  903.908824 ns
000  904.113185 ns
001  1001.463369 ns
011  1001.980583 ns
010  1002.661824 ns
110  1003.06575 ns
100  1003.373324 ns
101  1003.908824 ns
001  1004.31275 ns
101  1004.773257 ns
100  1102.661824 ns
000  1103.06575 ns
001  1103.595971 ns
011  1104.113185 ns
010  1302.661824 ns
110  1303.06575 ns
111  1303.595971 ns
101  1304.113185 ns
100  1401.463369 ns
110  1401.980583 ns
100  1402.912817 ns
101  1403.595971 ns
100  1403.908824 ns
110  1404.113185 ns
111  1502.661824 ns
011  1503.06575 ns
001  1503.373324 ns
101  1504.773257 ns
#860
100  201.258142 ns
110  201.584255 ns
100  204.509971 ns
000  207.837239 ns
010  301.794552 ns
011  302.070501 ns
111  303.681209 ns
011  305.12182 ns
001  401.794552 ns
000  402.070501 ns
100  403.681209 ns
110  404.509971 ns
111  406.226531 ns
011  407.837239 ns
010  501.738023 ns
000  501.794552 ns
010  502.064136 ns
011  502.070501 ns
111  503.681209 ns
011  505.12182 ns
010  506.226531 ns
110  507.837239 ns
111  601.258142 ns
101  601.584255 ns
111  601.794552 ns
110  602.070501 ns
010  603.681209 ns
000  604.509971 ns
010  701.794552 ns
011  702.070501 ns
111  703.681209 ns
011  705.12182 ns
001  801.794552 ns
000  802.070501 ns
100  803.681209 ns
110  804.509971 ns
111  806.226531 ns
011  807.837239 ns
001  904.509971 ns
000  906.226531 ns
001  1001.738023 ns
011  1001.794552 ns
001  1002.064136 ns
000  1002.070501 ns
100  1003.681209 ns
000  1005.12182 ns
001  1006.226531 ns
101  1007.837239 ns
100  1101.258142 ns
110  1101.584255 ns
100  1101.794552 ns
101  1102.070501 ns
001  1103.681209 ns
011  1104.509971 ns
010  1301.258142 ns
000  1301.584255 ns
010  1301.794552 ns
011  1302.070501 ns
111  1303.681209 ns
101  1304.509971 ns
111  1404.509971 ns
110  1406.226531 ns
100  1501.794552 ns
101  1502.070501 ns
001  1503.681209 ns
101  1505.12182 ns
#861
111  202.640818 ns
101  202.642504 ns
001  202.724357 ns
000  205.682481 ns
010  302.240353 ns
110  302.322206 ns
010  304.244344 ns
011  304.257043 ns
001  402.640818 ns
011  407.039604 ns
001  502.240353 ns
101  502.322206 ns
111  507.039604 ns
110  510.081267 ns
100  602.640818 ns
000  604.244344 ns
001  604.257043 ns
000  605.682481 ns
010  702.240353 ns
110  702.322206 ns
010  704.244344 ns
011  704.257043 ns
001  802.640818 ns
011  807.039604 ns
001  902.640818 ns
011  902.642504 ns
010  902.737056 ns
000  907.039604 ns
010  1002.240353 ns
110  1002.322206 ns
100  1007.039604 ns
101  1010.081267 ns
111  1102.640818 ns
011  1104.244344 ns
010  1104.257043 ns
011  1105.682481 ns
001  1302.640818 ns
101  1304.244344 ns
100  1304.257043 ns
101  1305.682481 ns
111  1402.640818 ns
101  1402.642504 ns
100  1402.737056 ns
110  1407.039604 ns
100  1502.240353 ns
000  1502.322206 ns
100  1504.244344 ns
101  1504.257043 ns
#862
001  201.733878 ns
011  202.36496 ns
001  202.791202 ns
000  204.26201 ns
100  302.209209 ns
110  302.840291 ns
010  303.509926 ns
011  304.72049 ns
111  401.733878 ns
110  402.944442 ns
010  403.509926 ns
011  404.72049 ns
111  501.733878 ns
011  502.209209 ns
001  502.840291 ns
000  502.944442 ns
010  503.366495 ns
110  503.509926 ns
111  504.72049 ns
110  504.837303 ns
100  602.791202 ns
000  603.509926 ns
001  604.26201 ns
000  604.72049 ns
100  702.209209 ns
110  702.840291 ns
010  703.509926 ns
011  704.72049 ns
111  801.733878 ns
110  802.944442 ns
010  803.509926 ns
011  804.72049 ns
001  902.36496 ns
000  902.944442 ns
100  1001.733878 ns
000  1002.209209 ns
010  1002.840291 ns
011  1002.944442 ns
001  1003.366495 ns
101  1003.509926 ns
100  1004.72049 ns
101  1004.837303 ns
111  1102.791202 ns
011  1103.509926 ns
010  1104.26201 ns
011  1104.72049 ns
001  1302.791202 ns
101  1303.509926 ns
100  1304.26201 ns
101  1304.72049 ns
111  1402.36496 ns
110  1402.944442 ns
010  1502.209209 ns
000  1502.840291 ns
100  1503.509926 ns
101  1504.72049 ns
#863
111  201.070372 ns
011  201.710827 ns
010  203.535589 ns
000  203.546855 ns
100  302.038165 ns
110  302.235317 ns
010  302.875772 ns
011  303.138531 ns
001  401.070372 ns
101  401.710827 ns
111  402.235317 ns
011  402.875772 ns
001  502.235317 ns
101  502.875772 ns
100  503.41074 ns
110  503.422006 ns
100  601.070372 ns
000  601.710827 ns
100  602.038165 ns
110  602.235317 ns
010  602.875772 ns
011  603.138531 ns
010  603.535589 ns
000  603.546855 ns
100  702.038165 ns
110  702.235317 ns
010  702.875772 ns
011  703.138531 ns
001  801.070372 ns
101  801.710827 ns
111  802.235317 ns
011  802.875772 ns
001  901.070372 ns
000  902.811193 ns
010  1002.235317 ns
110  1002.875772 ns
111  1003.41074 ns
101  1003.422006 ns
111  1101.070372 ns
011  1101.710827 ns
111  1102.038165 ns
101  1102.235317 ns
001  1102.875772 ns
000  1103.138531 ns
001  1103.535589 ns
011  1103.546855 ns
001  1301.070372 ns
101  1301.710827 ns
001  1302.038165 ns
011  1302.235317 ns
111  1302.875772 ns
110  1303.138531 ns
111  1303.535589 ns
101  1303.546855 ns
111  1401.070372 ns
110  1402.811193 ns
010  1502.038165 ns
000  1502.235317 ns
100  1502.875772 ns
101  1503.138531 ns
#864
001  201.638404 ns
011  202.804578 ns
010  202.876498 ns
000  204.463323 ns
100  302.193816 ns
101  302.479616 ns
001  303.117664 ns
011  303.35999 ns
010  401.000356 ns
011  401.353961 ns
111  401.638404 ns
011  402.193816 ns
010  402.479616 ns
011  402.876498 ns
010  501.000356 ns
011  501.353961 ns
111  502.193816 ns
110  502.479616 ns
100  502.940786 ns
110  503.35999 ns
010  601.638404 ns
110  602.193816 ns
111  602.479616 ns
110  602.876498 ns
010  603.117664 ns
000  604.463323 ns
100  702.193816 ns
101  702.479616 ns
001  703.117664 ns
011  703.35999 ns
010  801.000356 ns
011  801.353961 ns
111  801.638404 ns
011  802.193816 ns
010  802.479616 ns
011  802.876498 ns
010  901.000356 ns
011  901.353961 ns
001  902.804578 ns
000  902.876498 ns
001  1001.000356 ns
000  1001.353961 ns
100  1002.193816 ns
101  1002.479616 ns
111  1002.940786 ns
101  1003.35999 ns
001  1101.638404 ns
101  1102.193816 ns
100  1102.479616 ns
101  1102.876498 ns
001  1103.117664 ns
011  1104.463323 ns
111  1301.638404 ns
011  1302.193816 ns
010  1302.479616 ns
011  1302.876498 ns
111  1303.117664 ns
101  1304.463323 ns
100  1401.000356 ns
101  1401.353961 ns
111  1402.804578 ns
110  1402.876498 ns
010  1502.193816 ns
011  1502.479616 ns
111  1503.117664 ns
101  1503.35999 ns
#865
111  201.770189 ns
110  201.773809 ns
100  204.075124 ns
000  204.077769 ns
010  301.478625 ns
110  301.48127 ns
111  303.251321 ns
011  304.542344 ns
001  401.478625 ns
101  401.48127 ns
111  401.770189 ns
110  401.773809 ns
100  402.96026 ns
101  402.96388 ns
111  404.075124 ns
011  404.077769 ns
001  501.478625 ns
101  501.48127 ns
111  502.96026 ns
110  502.96388 ns
100  601.478625 ns
000  601.48127 ns
010  601.770189 ns
011  601.773809 ns
010  603.251321 ns
000  604.075124 ns
100  604.077769 ns
000  604.542344 ns
010  701.478625 ns
110  701.48127 ns
111  703.251321 ns
011  704.542344 ns
001  801.478625 ns
101  801.48127 ns
111  801.770189 ns
110  801.773809 ns
100  802.96026 ns
101  802.96388 ns
111  804.075124 ns
011  804.077769 ns
001  901.770189 ns
000  901.773809 ns
001  902.786746 ns
011  902.96026 ns
010  902.96388 ns
000  904.075124 ns
010  1001.478625 ns
110  1001.48127 ns
100  1002.96026 ns
101  1002.96388 ns
111  1101.478625 ns
011  1101.48127 ns
001  1101.770189 ns
000  1101.773809 ns
001  1103.251321 ns
011  1104.075124 ns
111  1104.077769 ns
011  1104.542344 ns
001  1301.478625 ns
101  1301.48127 ns
111  1301.770189 ns
110  1301.773809 ns
111  1303.251321 ns
101  1304.075124 ns
001  1304.077769 ns
101  1304.542344 ns
111  1401.770189 ns
110  1401.773809 ns
111  1402.786746 ns
101  1402.96026 ns
100  1402.96388 ns
110  1404.075124 ns
100  1501.478625 ns
000  1501.48127 ns
001  1503.251321 ns
101  1504.542344 ns
#866
111  201.231155 ns
011  202.071419 ns
010  203.178342 ns
000  203.463844 ns
010  302.477891 ns
110  302.664201 ns
010  303.318155 ns
011  304.561882 ns
001  401.231155 ns
101  402.071419 ns
111  402.477891 ns
011  402.664201 ns
111  502.071419 ns
101  502.477891 ns
001  502.664201 ns
101  503.318155 ns
100  503.615135 ns
110  503.900637 ns
100  601.231155 ns
110  602.477891 ns
010  602.664201 ns
011  603.178342 ns
001  603.463844 ns
000  604.561882 ns
010  702.477891 ns
110  702.664201 ns
010  703.318155 ns
011  704.561882 ns
001  801.231155 ns
101  802.071419 ns
111  802.477891 ns
011  802.664201 ns
001  901.231155 ns
000  903.9691 ns
100  1002.071419 ns
110  1002.477891 ns
010  1002.664201 ns
110  1003.318155 ns
111  1003.615135 ns
101  1003.900637 ns
111  1101.231155 ns
101  1102.477891 ns
001  1102.664201 ns
000  1103.178342 ns
010  1103.463844 ns
011  1104.561882 ns
001  1301.231155 ns
011  1302.477891 ns
111  1302.664201 ns
110  1303.178342 ns
100  1303.463844 ns
101  1304.561882 ns
111  1401.231155 ns
110  1403.9691 ns
100  1502.477891 ns
000  1502.664201 ns
100  1503.318155 ns
101  1504.561882 ns
#867
111  202.933029 ns
110  204.049452 ns
010  204.179419 ns
000  205.577167 ns
001  302.247489 ns
011  302.788521 ns
111  304.034911 ns
011  304.28541 ns
001  402.788521 ns
011  402.933029 ns
001  502.788521 ns
000  503.684959 ns
100  504.034911 ns
110  505.212674 ns
111  602.247489 ns
101  602.788521 ns
111  602.933029 ns
110  604.049452 ns
010  604.28541 ns
000  605.577167 ns
001  702.247489 ns
011  702.788521 ns
111  704.034911 ns
011  704.28541 ns
001  802.788521 ns
011  802.933029 ns
010  902.141498 ns
000  902.933029 ns
010  1002.788521 ns
011  1003.684959 ns
111  1004.034911 ns
101  1005.212674 ns
100  1102.247489 ns
110  1102.788521 ns
100  1102.933029 ns
101  1104.049452 ns
001  1104.28541 ns
011  1105.577167 ns
010  1302.247489 ns
000  1302.788521 ns
010  1302.933029 ns
011  1304.049452 ns
111  1304.28541 ns
101  1305.577167 ns
100  1402.141498 ns
110  1402.933029 ns
111  1502.247489 ns
101  1502.788521 ns
001  1504.034911 ns
101  1504.28541 ns
#868
100  201.308352 ns
000  201.740612 ns
010  203.533462 ns
000  203.861475 ns
100  302.894749 ns
000  303.222359 ns
001  304.779448 ns
011  305.015209 ns
010  401.308352 ns
110  401.740612 ns
010  403.222359 ns
000  403.861475 ns
001  404.472454 ns
011  407.025577 ns
111  503.222359 ns
110  504.472454 ns
100  505.015209 ns
110  507.025577 ns
111  601.308352 ns
011  601.740612 ns
111  602.894749 ns
011  603.222359 ns
001  603.861475 ns
000  604.779448 ns
100  702.894749 ns
000  703.222359 ns
001  704.779448 ns
011  705.015209 ns
010  801.308352 ns
110  801.740612 ns
010  803.222359 ns
000  803.861475 ns
001  804.472454 ns
011  807.025577 ns
010  901.308352 ns
000  903.533462 ns
001  903.625311 ns
011  903.861475 ns
010  904.472454 ns
000  907.025577 ns
100  1003.222359 ns
101  1004.472454 ns
111  1005.015209 ns
101  1007.025577 ns
100  1101.308352 ns
000  1101.740612 ns
100  1102.894749 ns
000  1103.222359 ns
010  1103.861475 ns
011  1104.779448 ns
010  1301.308352 ns
110  1301.740612 ns
010  1302.894749 ns
110  1303.222359 ns
100  1303.861475 ns
101  1304.779448 ns
100  1401.308352 ns
110  1403.533462 ns
111  1403.625311 ns
101  1403.861475 ns
100  1404.472454 ns
110  1407.025577 ns
010  1502.894749 ns
110  1503.222359 ns
111  1504.779448 ns
101  1505.015209 ns
#869
111  200.796604 ns
011  201.779218 ns
001  203.084284 ns
000  203.277809 ns
100  303.080379 ns
110  303.083972 ns
010  304.066586 ns
011  304.631708 ns
001  400.796604 ns
101  403.080379 ns
111  403.083972 ns
011  404.066586 ns
111  501.779218 ns
011  503.080379 ns
001  503.083972 ns
101  504.066586 ns
111  504.168567 ns
110  504.362092 ns
100  600.796604 ns
000  601.779218 ns
100  603.080379 ns
110  603.083972 ns
100  603.084284 ns
101  603.277809 ns
001  604.066586 ns
000  604.631708 ns
100  703.080379 ns
110  703.083972 ns
010  704.066586 ns
011  704.631708 ns
001  800.796604 ns
101  803.080379 ns
111  803.083972 ns
011  804.066586 ns
001  900.796604 ns
000  903.330547 ns
100  1001.779218 ns
000  1003.080379 ns
010  1003.083972 ns
110  1004.066586 ns
100  1004.168567 ns
101  1004.362092 ns
111  1100.796604 ns
011  1101.779218 ns
111  1103.080379 ns
101  1103.083972 ns
111  1103.084284 ns
110  1103.277809 ns
010  1104.066586 ns
011  1104.631708 ns
001  1300.796604 ns
101  1301.779218 ns
001  1303.080379 ns
011  1303.083972 ns
001  1303.084284 ns
000  1303.277809 ns
100  1304.066586 ns
101  1304.631708 ns
111  1400.796604 ns
110  1403.330547 ns
010  1503.080379 ns
000  1503.083972 ns
100  1504.066586 ns
101  1504.631708 ns
#870
100  202.505217 ns
110  203.285443 ns
010  203.382962 ns
000  203.738311 ns
001  302.408664 ns
011  303.479814 ns
111  303.577333 ns
011  303.90626 ns
010  400.740158 ns
011  401.885366 ns
001  401.973252 ns
000  402.408664 ns
001  402.505217 ns
011  403.738311 ns
010  500.740158 ns
011  501.885366 ns
001  501.973252 ns
000  502.408664 ns
010  503.479814 ns
110  503.577333 ns
111  602.408664 ns
110  602.505217 ns
100  603.738311 ns
000  603.90626 ns
001  702.408664 ns
011  703.479814 ns
111  703.577333 ns
011  703.90626 ns
010  800.740158 ns
011  801.885366 ns
001  801.973252 ns
000  802.408664 ns
001  802.505217 ns
011  803.738311 ns
010  900.740158 ns
011  901.885366 ns
001  901.973252 ns
000  902.505217 ns
010  903.285443 ns
000  903.738311 ns
001  1000.740158 ns
000  1001.885366 ns
010  1001.973252 ns
011  1002.408664 ns
001  1003.479814 ns
101  1003.577333 ns
100  1102.408664 ns
101  1102.505217 ns
111  1103.738311 ns
011  1103.90626 ns
010  1302.408664 ns
011  1302.505217 ns
001  1303.738311 ns
101  1303.90626 ns
100  1400.740158 ns
101  1401.885366 ns
111  1401.973252 ns
110  1402.505217 ns
100  1403.285443 ns
110  1403.738311 ns
111  1502.408664 ns
101  1503.479814 ns
001  1503.577333 ns
101  1503.90626 ns
#871
111  202.772156 ns
101  203.461799 ns
001  203.568582 ns
000  204.581521 ns
100  302.154488 ns
110  302.712097 ns
010  303.508523 ns
011  303.680351 ns
